FIPS_Code,State,Area_name,City/Suburb/Town/Rural,Civilian_labor_force_2000,Employed_2000,Unemployed_2000,Unemployment_rate_2000,Civilian_labor_force_2001,Employed_2001,Unemployed_2001,Unemployment_rate_2001,Civilian_labor_force_2002,Employed_2002,Unemployed_2002,Unemployment_rate_2002,Civilian_labor_force_2003,Employed_2003,Unemployed_2003,Unemployment_rate_2003,Civilian_labor_force_2004,Employed_2004,Unemployed_2004,Unemployment_rate_2004,Civilian_labor_force_2005,Employed_2005,Unemployed_2005,Unemployment_rate_2005,Civilian_labor_force_2006,Employed_2006,Unemployed_2006,Unemployment_rate_2006,Civilian_labor_force_2007,Employed_2007,Unemployed_2007,Unemployment_rate_2007,Civilian_labor_force_2008,Employed_2008,Unemployed_2008,Unemployment_rate_2008,Civilian_labor_force_2009,Employed_2009,Unemployed_2009,Unemployment_rate_2009
13117,GA,"Forsyth County, GA",City,"56,976","55,615","1,361",2.4,"61,040","59,271","1,769",2.9,"64,513","61,724","2,789",4.3,"67,299","64,594","2,705",4.0,"70,365","67,744","2,621",3.7,"75,197","72,124","3,073",4.1,"79,741","76,861","2,880",3.6,"84,108","81,089","3,019",3.6,"88,105","83,529","4,576",5.2,"87,994","80,459","7,535",8.6
13121,GA,"Fulton County, GA",City,"427,776","413,133","14,643",3.4,"439,049","420,681","18,368",4.2,"444,330","417,818","26,512",6.0,"447,523","421,895","25,628",5.7,"450,132","425,258","24,874",5.5,"458,643","430,141","28,502",6.2,"472,562","446,949","25,613",5.4,"488,450","462,945","25,505",5.2,"495,844","461,289","34,555",7.0,"487,473","435,814","51,659",10.6
13135,GA,"Gwinnett County, GA",City,"344,558","335,186","9,372",2.7,"356,212","344,204","12,008",3.4,"366,337","348,270","18,067",4.9,"373,330","355,696","17,634",4.7,"382,611","365,309","17,302",4.5,"399,152","378,949","20,203",5.1,"410,002","391,493","18,509",4.5,"420,498","402,362","18,136",4.3,"424,217","398,541","25,676",6.1,"417,812","378,416","39,396",9.4
13143,GA,"Haralson County, GA",City,"12,334","11,898",436,3.5,"12,502","11,940",562,4.5,"12,455","11,828",627,5.0,"12,551","11,894",657,5.2,"12,656","11,958",698,5.5,"12,868","12,124",744,5.8,"12,791","12,134",657,5.1,"12,859","12,205",654,5.1,"12,912","11,995",917,7.1,"12,692","11,093","1,599",12.6
13149,GA,"Heard County, GA",City,"5,099","4,898",201,3.9,"5,105","4,848",257,5.0,"5,034","4,739",295,5.9,"4,968","4,641",327,6.6,"4,893","4,611",282,5.8,"4,950","4,647",303,6.1,"4,918","4,656",262,5.3,"4,898","4,632",266,5.4,"4,951","4,547",404,8.2,"4,905","4,236",669,13.6
13151,GA,"Henry County, GA",City,"67,159","65,374","1,785",2.7,"71,040","68,872","2,168",3.1,"75,276","71,927","3,349",4.4,"79,493","75,812","3,681",4.6,"83,190","79,268","3,922",4.7,"88,818","83,764","5,054",5.7,"92,618","88,050","4,568",4.9,"96,781","92,215","4,566",4.7,"99,010","92,461","6,549",6.6,"97,451","87,496","9,955",10.2
13159,GA,"Jasper County, GA",City,"5,748","5,564",184,3.2,"5,795","5,588",207,3.6,"5,951","5,652",299,5.0,"6,066","5,733",333,5.5,"6,061","5,737",324,5.3,"6,246","5,907",339,5.4,"6,395","6,066",329,5.1,"6,431","6,096",335,5.2,"6,607","6,017",590,8.9,"6,476","5,626",850,13.1
13171,GA,"Lamar County, GA",City,"8,006","7,650",356,4.4,"8,123","7,723",400,4.9,"7,943","7,418",525,6.6,"7,777","7,336",441,5.7,"7,715","7,251",464,6.0,"7,789","7,279",510,6.5,"7,820","7,346",474,6.1,"7,919","7,487",432,5.5,"7,945","7,310",635,8.0,"8,157","7,000","1,157",14.2
13199,GA,"Meriwether County, GA",City,"10,082","9,628",454,4.5,"10,022","9,483",539,5.4,"9,970","9,332",638,6.4,"9,777","9,106",671,6.9,"9,720","9,036",684,7.0,"9,853","9,093",760,7.7,"9,665","8,997",668,6.9,"9,572","8,964",608,6.4,"9,649","8,767",882,9.1,"9,477","8,112","1,365",14.4
13211,GA,"Morgan County, GA",City,"8,132","7,855",277,3.4,"8,213","7,937",276,3.4,"8,594","8,209",385,4.5,"8,603","8,212",391,4.5,"8,601","8,215",386,4.5,"8,951","8,508",443,4.9,"9,400","8,960",440,4.7,"9,485","9,038",447,4.7,"9,593","8,972",621,6.5,"9,355","8,378",977,10.4
13217,GA,"Newton County, GA",City,"32,130","31,090","1,040",3.2,"33,875","32,631","1,244",3.7,"35,790","33,886","1,904",5.3,"37,646","35,533","2,113",5.6,"39,638","37,426","2,212",5.6,"42,495","39,785","2,710",6.4,"44,114","41,583","2,531",5.7,"46,396","43,758","2,638",5.7,"47,612","43,743","3,869",8.1,"47,203","41,151","6,052",12.8
13223,GA,"Paulding County, GA",City,"45,527","44,320","1,207",2.7,"47,998","46,579","1,419",3.0,"50,298","48,122","2,176",4.3,"52,502","50,179","2,323",4.4,"55,074","52,533","2,541",4.6,"58,689","55,727","2,962",5.0,"62,512","59,708","2,804",4.5,"65,890","62,981","2,909",4.4,"68,244","63,854","4,390",6.4,"68,007","60,796","7,211",10.6
13227,GA,"Pickens County, GA",City,"12,420","12,049",371,3.0,"12,865","12,436",429,3.3,"13,233","12,648",585,4.4,"13,702","13,062",640,4.7,"13,895","13,306",589,4.2,"14,257","13,623",634,4.4,"14,654","14,070",584,4.0,"15,121","14,505",616,4.1,"15,443","14,447",996,6.4,"15,117","13,438","1,679",11.1
13231,GA,"Pike County, GA",City,"6,946","6,692",254,3.7,"6,969","6,693",276,4.0,"7,157","6,765",392,5.5,"7,265","6,864",401,5.5,"7,449","7,059",390,5.2,"7,729","7,261",468,6.1,"7,883","7,497",386,4.9,"8,064","7,693",371,4.6,"8,239","7,653",586,7.1,"8,088","7,160",928,11.5
13247,GA,"Rockdale County, GA",City,"36,702","35,571","1,131",3.1,"36,828","35,544","1,284",3.5,"37,089","35,185","1,904",5.1,"37,476","35,497","1,979",5.3,"37,979","35,951","2,028",5.3,"39,202","36,764","2,438",6.2,"39,413","37,264","2,149",5.5,"40,335","38,146","2,189",5.4,"40,731","37,686","3,045",7.5,"40,213","35,522","4,691",11.7
13255,GA,"Spalding County, GA",City,"27,970","26,775","1,195",4.3,"27,984","26,630","1,354",4.8,"27,962","26,116","1,846",6.6,"27,889","26,009","1,880",6.7,"27,607","25,810","1,797",6.5,"28,249","26,058","2,191",7.8,"28,123","26,202","1,921",6.8,"28,265","26,531","1,734",6.1,"28,936","26,289","2,647",9.1,"28,987","24,689","4,298",14.8
13297,GA,"Walton County, GA",City,"32,341","31,339","1,002",3.1,"33,381","32,165","1,216",3.6,"34,166","32,587","1,579",4.6,"34,797","33,204","1,593",4.6,"35,705","34,001","1,704",4.8,"37,660","35,724","1,936",5.1,"39,072","37,154","1,918",4.9,"41,040","38,999","2,041",5.0,"42,123","39,207","2,916",6.9,"41,524","37,002","4,522",10.9
17005,IL,"Bond County, IL",City,"8,321","7,972",349,4.2,"8,192","7,792",400,4.9,"8,237","7,788",449,5.5,"8,241","7,735",506,6.1,"8,335","7,834",501,6.0,"8,511","8,056",455,5.3,"8,636","8,215",421,4.9,"8,736","8,279",457,5.2,"8,767","8,171",596,6.8,"8,540","7,689",851,10.0
17013,IL,"Calhoun County, IL",City,"2,545","2,411",134,5.3,"2,497","2,347",150,6.0,"2,440","2,288",152,6.2,"2,497","2,318",179,7.2,"2,508","2,341",167,6.7,"2,567","2,412",155,6.0,"2,621","2,463",158,6.0,"2,646","2,470",176,6.7,"2,575","2,385",190,7.4,"2,479","2,228",251,10.1
17027,IL,"Clinton County, IL",City,"18,385","17,716",669,3.6,"18,203","17,417",786,4.3,"18,057","17,209",848,4.7,"18,162","17,131","1,031",5.7,"18,192","17,263",929,5.1,"18,621","17,762",859,4.6,"19,213","18,365",848,4.4,"19,274","18,356",918,4.8,"19,292","18,087","1,205",6.2,"18,598","17,008","1,590",8.5
17031,IL,"Cook County, IL",City,"2,742,036","2,607,332","134,704",4.9,"2,713,801","2,546,175","167,626",6.2,"2,626,435","2,424,560","201,875",7.7,"2,584,180","2,391,953","192,227",7.4,"2,567,435","2,392,296","175,139",6.8,"2,545,528","2,380,292","165,236",6.5,"2,560,021","2,434,287","125,734",4.9,"2,605,588","2,464,876","140,712",5.4,"2,615,934","2,441,528","174,406",6.7,"2,598,079","2,326,339","271,740",10.5
17037,IL,"DeKalb County, IL",City,"51,431","49,672","1,759",3.4,"51,352","49,074","2,278",4.4,"50,823","48,183","2,640",5.2,"51,490","48,555","2,935",5.7,"52,533","49,823","2,710",5.2,"53,781","51,079","2,702",5.0,"55,673","53,624","2,049",3.7,"58,939","56,361","2,578",4.4,"60,238","56,676","3,562",5.9,"59,996","53,939","6,057",10.1
17043,IL,"DuPage County, IL",City,"532,193","514,148","18,045",3.4,"530,308","506,616","23,692",4.5,"516,172","486,732","29,440",5.7,"511,958","483,457","28,501",5.6,"513,512","487,435","26,077",5.1,"512,054","487,654","24,400",4.8,"520,347","502,048","18,299",3.5,"527,740","506,801","20,939",4.0,"529,047","501,815","27,232",5.1,"524,449","479,866","44,583",8.5
17063,IL,"Grundy County, IL",City,"21,200","20,069","1,131",5.3,"21,218","19,912","1,306",6.2,"20,804","19,228","1,576",7.6,"21,150","19,451","1,699",8.0,"22,036","20,312","1,724",7.8,"23,281","21,611","1,670",7.2,"24,448","23,170","1,278",5.2,"25,660","24,151","1,509",5.9,"26,243","24,292","1,951",7.4,"26,629","23,403","3,226",12.1
17083,IL,"Jersey County, IL",City,"11,167","10,680",487,4.4,"11,044","10,490",554,5.0,"11,055","10,455",600,5.4,"11,037","10,395",642,5.8,"11,192","10,562",630,5.6,"11,533","10,925",608,5.3,"11,771","11,208",563,4.8,"11,820","11,175",645,5.5,"11,773","11,011",762,6.5,"11,513","10,422","1,091",9.5
17089,IL,"Kane County, IL",City,"222,441","213,364","9,077",4.1,"228,646","216,760","11,886",5.2,"232,510","218,106","14,404",6.2,"239,617","223,628","15,989",6.7,"246,972","232,510","14,462",5.9,"250,981","237,220","13,761",5.5,"259,123","248,738","10,385",4.0,"268,353","256,114","12,239",4.6,"271,348","254,554","16,794",6.2,"270,542","242,013","28,529",10.5
17093,IL,"Kendall County, IL",City,"32,510","31,422","1,088",3.3,"33,748","32,282","1,466",4.3,"34,741","32,772","1,969",5.7,"37,357","35,207","2,150",5.8,"40,508","38,338","2,170",5.4,"44,152","41,904","2,248",5.1,"49,588","47,648","1,940",3.9,"55,484","53,021","2,463",4.4,"59,573","56,020","3,553",6.0,"60,203","54,158","6,045",10.0
17097,IL,"Lake County, IL",City,"339,463","327,689","11,774",3.5,"337,428","322,976","14,452",4.3,"339,624","321,822","17,802",5.2,"342,660","322,982","19,678",5.7,"347,103","328,927","18,176",5.2,"357,699","341,339","16,360",4.6,"365,493","350,047","15,446",4.2,"370,966","352,951","18,015",4.9,"370,463","346,288","24,175",6.5,"362,202","326,251","35,951",9.9
17111,IL,"McHenry County, IL",City,"152,092","146,543","5,549",3.6,"155,069","147,673","7,396",4.8,"154,562","145,618","8,944",5.8,"158,468","149,028","9,440",6.0,"162,264","153,660","8,604",5.3,"166,167","157,573","8,594",5.2,"172,730","166,062","6,668",3.9,"178,142","170,185","7,957",4.5,"180,494","169,705","10,789",6.0,"180,692","163,110","17,582",9.7
17117,IL,"Macoupin County, IL",City,"24,452","23,397","1,055",4.3,"24,160","22,900","1,260",5.2,"23,925","22,575","1,350",5.6,"23,919","22,345","1,574",6.6,"23,952","22,464","1,488",6.2,"24,530","23,140","1,390",5.7,"24,711","23,430","1,281",5.2,"24,737","23,248","1,489",6.0,"24,547","22,692","1,855",7.6,"23,945","21,385","2,560",10.7
17119,IL,"Madison County, IL",City,"133,067","127,516","5,551",4.2,"131,833","125,421","6,412",4.9,"131,005","123,904","7,101",5.4,"131,702","123,607","8,095",6.1,"132,236","124,327","7,909",6.0,"135,717","128,384","7,333",5.4,"137,984","131,203","6,781",4.9,"140,460","132,839","7,621",5.4,"139,466","130,274","9,192",6.6,"138,151","123,884","14,267",10.3
17133,IL,"Monroe County, IL",City,"15,564","15,075",489,3.1,"15,637","15,053",584,3.7,"15,859","15,217",642,4.0,"16,151","15,406",745,4.6,"16,597","15,873",724,4.4,"17,358","16,630",728,4.2,"18,084","17,388",696,3.8,"18,535","17,743",792,4.3,"18,566","17,583",983,5.3,"18,362","16,917","1,445",7.9
17163,IL,"St. Clair County, IL",City,"119,895","114,104","5,791",4.8,"117,918","111,704","6,214",5.3,"117,969","110,636","7,333",6.2,"118,179","109,851","8,328",7.0,"118,747","110,670","8,077",6.8,"121,871","114,323","7,548",6.2,"123,938","116,776","7,162",5.8,"125,222","117,508","7,714",6.2,"124,905","115,353","9,552",7.6,"123,698","110,095","13,603",11.0
17197,IL,"Will County, IL",City,"280,158","268,536","11,622",4.1,"289,939","275,028","14,911",5.1,"294,575","275,397","19,178",6.5,"305,605","285,302","20,303",6.6,"322,394","302,124","20,270",6.3,"333,936","314,320","19,616",5.9,"350,320","335,103","15,217",4.3,"359,958","342,270","17,688",4.9,"365,116","342,189","22,927",6.3,"366,000","328,507","37,493",10.2
18011,IN,"Boone County, IN",City,"24,255","23,749",506,2.1,"24,746","24,048",698,2.8,"25,408","24,441",967,3.8,"26,119","25,074","1,045",4.0,"26,498","25,441","1,057",4.0,"27,155","26,048","1,107",4.1,"28,057","27,026","1,031",3.7,"27,912","26,938",974,3.5,"28,542","27,303","1,239",4.3,"28,469","26,230","2,239",7.9
18013,IN,"Brown County, IN",City,"7,869","7,643",226,2.9,"8,005","7,688",317,4.0,"8,061","7,660",401,5.0,"8,109","7,702",407,5.0,"8,021","7,580",441,5.5,"7,993","7,546",447,5.6,"7,960","7,574",386,4.8,"7,602","7,265",337,4.4,"7,618","7,185",433,5.7,"7,504","6,747",757,10.1
18019,IN,"Clark County, IN",City,"52,452","50,590","1,862",3.5,"52,172","49,856","2,316",4.4,"52,165","49,423","2,742",5.3,"52,877","50,293","2,584",4.9,"52,447","49,723","2,724",5.2,"53,319","50,558","2,761",5.2,"55,014","52,317","2,697",4.9,"55,051","52,636","2,415",4.4,"56,284","53,281","3,003",5.3,"56,399","51,409","4,990",8.8
18029,IN,"Dearborn County, IN",City,"24,453","23,653",800,3.3,"24,668","23,706",962,3.9,"25,179","23,870","1,309",5.2,"25,851","24,525","1,326",5.1,"25,994","24,584","1,410",5.4,"26,401","24,910","1,491",5.6,"26,484","25,083","1,401",5.3,"26,052","24,725","1,327",5.1,"26,348","24,803","1,545",5.9,"26,275","23,657","2,618",10.0
18043,IN,"Floyd County, IN",City,"38,020","36,731","1,289",3.4,"37,837","36,303","1,534",4.1,"37,550","35,728","1,822",4.9,"37,465","35,739","1,726",4.6,"36,946","35,089","1,857",5.0,"37,449","35,519","1,930",5.2,"38,191","36,341","1,850",4.8,"37,887","36,298","1,589",4.2,"38,498","36,533","1,965",5.1,"38,232","34,915","3,317",8.7
18057,IN,"Hamilton County, IN",City,"101,252","99,374","1,878",1.9,"107,363","104,726","2,637",2.5,"113,098","109,400","3,698",3.3,"121,055","117,099","3,956",3.3,"124,779","120,478","4,301",3.4,"130,624","126,091","4,533",3.5,"137,092","132,689","4,403",3.2,"140,492","136,329","4,163",3.0,"145,713","140,159","5,554",3.8,"146,050","136,275","9,775",6.7
18059,IN,"Hancock County, IN",City,"30,385","29,704",681,2.2,"31,090","30,165",925,3.0,"31,900","30,635","1,265",4.0,"32,814","31,478","1,336",4.1,"33,160","31,818","1,342",4.0,"34,397","32,934","1,463",4.3,"35,676","34,242","1,434",4.0,"35,758","34,397","1,361",3.8,"36,565","34,804","1,761",4.8,"36,346","33,199","3,147",8.7
18061,IN,"Harrison County, IN",City,"18,706","18,085",621,3.3,"18,688","17,911",777,4.2,"18,723","17,838",885,4.7,"19,038","18,109",929,4.9,"19,096","18,039","1,057",5.5,"19,607","18,379","1,228",6.3,"19,793","18,738","1,055",5.3,"19,378","18,498",880,4.5,"19,731","18,567","1,164",5.9,"19,662","17,825","1,837",9.3
18063,IN,"Hendricks County, IN",City,"57,463","56,337","1,126",2.0,"60,142","58,528","1,614",2.7,"62,893","60,520","2,373",3.8,"65,455","62,768","2,687",4.1,"67,162","64,529","2,633",3.9,"69,376","66,589","2,787",4.0,"71,739","69,161","2,578",3.6,"72,292","69,899","2,393",3.3,"74,291","71,090","3,201",4.3,"74,142","68,405","5,737",7.7
18073,IN,"Jasper County, IN",City,"14,694","14,195",499,3.4,"14,942","14,222",720,4.8,"14,998","14,144",854,5.7,"15,078","14,230",848,5.6,"15,045","14,166",879,5.8,"15,208","14,352",856,5.6,"15,490","14,714",776,5.0,"15,487","14,744",743,4.8,"15,813","14,889",924,5.8,"15,796","14,164","1,632",10.3
18081,IN,"Johnson County, IN",City,"63,220","61,880","1,340",2.1,"64,912","63,099","1,813",2.8,"66,501","63,904","2,597",3.9,"67,893","65,184","2,709",4.0,"68,550","65,571","2,979",4.3,"69,988","66,969","3,019",4.3,"72,949","70,151","2,798",3.8,"73,082","70,499","2,583",3.5,"75,486","71,956","3,530",4.7,"75,019","68,719","6,300",8.4
18089,IN,"Lake County, IN",City,"225,314","216,842","8,472",3.8,"227,161","215,961","11,200",4.9,"227,710","213,011","14,699",6.5,"225,574","211,841","13,733",6.1,"223,420","209,075","14,345",6.4,"225,163","211,406","13,757",6.1,"227,340","214,311","13,029",5.7,"225,767","213,961","11,806",5.2,"229,273","215,032","14,241",6.2,"227,636","203,038","24,598",10.8
18095,IN,"Madison County, IN",City,"63,419","61,435","1,984",3.1,"63,894","60,979","2,915",4.6,"63,900","60,180","3,720",5.8,"64,447","60,614","3,833",5.9,"63,068","59,214","3,854",6.1,"63,136","59,021","4,115",6.5,"62,279","58,542","3,737",6.0,"60,456","56,581","3,875",6.4,"61,669","57,383","4,286",7.0,"62,823","55,867","6,956",11.1
18097,IN,"Marion County, IN",City,"455,014","442,478","12,536",2.8,"459,964","442,457","17,507",3.8,"460,936","436,934","24,002",5.2,"463,692","439,015","24,677",5.3,"458,767","433,432","25,335",5.5,"459,020","433,830","25,190",5.5,"461,590","439,011","22,579",4.9,"459,316","438,287","21,029",4.6,"465,015","438,816","26,199",5.6,"460,644","417,053","43,591",9.5
18109,IN,"Morgan County, IN",City,"35,533","34,668",865,2.4,"35,926","34,724","1,202",3.3,"36,406","34,703","1,703",4.7,"36,948","35,185","1,763",4.8,"36,807","35,064","1,743",4.7,"37,171","35,343","1,828",4.9,"37,610","35,928","1,682",4.5,"36,750","35,198","1,552",4.2,"37,668","35,496","2,172",5.8,"36,876","33,436","3,440",9.3
18111,IN,"Newton County, IN",City,"7,254","7,040",214,3.0,"7,234","6,922",312,4.3,"7,205","6,807",398,5.5,"7,156","6,776",380,5.3,"6,992","6,629",363,5.2,"7,075","6,698",377,5.3,"7,048","6,701",347,4.9,"6,956","6,587",369,5.3,"7,001","6,561",440,6.3,"6,884","6,102",782,11.4
18115,IN,"Ohio County, IN",City,"2,984","2,883",101,3.4,"2,984","2,873",111,3.7,"3,042","2,911",131,4.3,"3,087","2,937",150,4.9,"3,107","2,934",173,5.6,"3,149","2,984",165,5.2,"3,108","2,945",163,5.2,"3,022","2,871",151,5.0,"3,057","2,867",190,6.2,"3,110","2,770",340,10.9
18127,IN,"Porter County, IN",City,"77,430","75,226","2,204",2.8,"78,631","75,608","3,023",3.8,"79,378","75,409","3,969",5.0,"79,751","75,729","4,022",5.0,"79,331","75,421","3,910",4.9,"81,029","77,208","3,821",4.7,"82,867","79,280","3,587",4.3,"82,936","79,723","3,213",3.9,"84,701","80,644","4,057",4.8,"84,794","76,748","8,046",9.5
18133,IN,"Putnam County, IN",City,"17,100","16,609",491,2.9,"17,296","16,643",653,3.8,"17,372","16,493",879,5.1,"17,647","16,676",971,5.5,"17,487","16,496",991,5.7,"17,784","16,611","1,173",6.6,"17,721","16,774",947,5.3,"17,492","16,546",946,5.4,"17,772","16,574","1,198",6.7,"17,344","15,422","1,922",11.1
18143,IN,"Scott County, IN",City,"11,272","10,900",372,3.3,"11,128","10,568",560,5.0,"11,062","10,382",680,6.1,"11,075","10,364",711,6.4,"11,216","10,562",654,5.8,"11,381","10,680",701,6.2,"11,393","10,665",728,6.4,"11,036","10,451",585,5.3,"11,142","10,419",723,6.5,"11,032","9,585","1,447",13.1
18145,IN,"Shelby County, IN",City,"23,538","22,919",619,2.6,"23,888","23,005",883,3.7,"23,810","22,669","1,141",4.8,"23,792","22,659","1,133",4.8,"23,639","22,466","1,173",5.0,"23,654","22,482","1,172",5.0,"23,917","22,869","1,048",4.4,"23,545","22,510","1,035",4.4,"23,910","22,508","1,402",5.9,"23,815","21,291","2,524",10.6
18161,IN,"Union County, IN",City,"3,790","3,673",117,3.1,"3,768","3,599",169,4.5,"3,705","3,510",195,5.3,"3,770","3,578",192,5.1,"3,758","3,549",209,5.6,"3,870","3,656",214,5.5,"3,903","3,691",212,5.4,"3,612","3,441",171,4.7,"3,618","3,394",224,6.2,"3,552","3,183",369,10.4
18175,IN,"Washington County, IN",City,"14,025","13,497",528,3.8,"14,107","13,336",771,5.5,"14,005","13,220",785,5.6,"14,047","13,246",801,5.7,"13,955","13,045",910,6.5,"13,997","13,141",856,6.1,"14,297","13,423",874,6.1,"13,989","13,249",740,5.3,"14,162","13,220",942,6.7,"14,143","12,426","1,717",12.1
20091,KS,"Johnson County, KS",City,"262,345","254,515","7,830",3.0,"264,035","253,986","10,049",3.8,"269,122","256,283","12,839",4.8,"278,283","263,964","14,319",5.1,"285,233","270,916","14,317",5.0,"289,591","276,214","13,377",4.6,"292,116","280,010","12,106",4.1,"299,278","287,082","12,196",4.1,"300,329","286,565","13,764",4.6,"298,579","278,997","19,582",6.6
20103,KS,"Leavenworth County, KS",City,"31,228","29,934","1,294",4.1,"31,300","29,688","1,612",5.2,"31,569","29,711","1,858",5.9,"32,232","30,240","1,992",6.2,"32,731","30,620","2,111",6.4,"32,953","30,905","2,048",6.2,"32,776","30,930","1,846",5.6,"32,901","31,122","1,779",5.4,"32,787","30,894","1,893",5.8,"32,607","29,979","2,628",8.1
20107,KS,"Linn County, KS",City,"4,729","4,494",235,5.0,"4,729","4,441",288,6.1,"4,662","4,371",291,6.2,"4,731","4,411",320,6.8,"4,811","4,442",369,7.7,"4,875","4,518",357,7.3,"4,812","4,511",301,6.3,"4,759","4,452",307,6.5,"4,620","4,312",308,6.7,"4,517","4,010",507,11.2
20121,KS,"Miami County, KS",City,"15,314","14,795",519,3.4,"15,215","14,571",644,4.2,"15,148","14,445",703,4.6,"15,492","14,694",798,5.2,"15,918","15,070",848,5.3,"16,258","15,418",840,5.2,"16,275","15,525",750,4.6,"16,491","15,716",775,4.7,"16,247","15,416",831,5.1,"16,085","14,760","1,325",8.2
20209,KS,"Wyandotte County, KS",City,"74,200","69,553","4,647",6.3,"73,785","68,270","5,515",7.5,"73,779","66,815","6,964",9.4,"75,182","66,973","8,209",10.9,"73,817","66,931","6,886",9.3,"73,246","66,838","6,408",8.7,"71,809","66,321","5,488",7.6,"71,548","66,090","5,458",7.6,"70,843","65,151","5,692",8.0,"70,283","62,743","7,540",10.7
21015,KY,"Boone County, KY",City,"49,124","47,683","1,441",2.9,"50,173","48,214","1,959",3.9,"51,448","49,306","2,142",4.2,"53,892","51,261","2,631",4.9,"56,928","54,408","2,520",4.4,"59,651","56,807","2,844",4.8,"61,274","58,394","2,880",4.7,"61,815","59,106","2,709",4.4,"63,099","59,622","3,477",5.5,"64,461","58,430","6,031",9.4
