movie_title,actor_1,actor_2,actor_3,fb_like_1,fb_like_2,fb_like_3
Gladiator,Djimon Hounsou,Connie Nielsen,Oliver Reed,3000.0,933.0,695.0
Minority Report,Tom Cruise,Frank Grillo,Jessica Capshaw,10000.0,798.0,533.0
Harry Potter and the Chamber of Secrets,Daniel Radcliffe,Rupert Grint,Emma Watson,11000.0,10000.0,9000.0
Casino Royale,Eva Green,Tobias Menzies,Ivana Milicevic,6000.0,1000.0,834.0
Planet of the Apes,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,1000.0,658.0,567.0
Terminator 2: Judgment Day,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,780.0,604.0,539.0
Public Enemies,Johnny Depp,Christian Bale,Stephen Graham,40000.0,23000.0,1000.0
American Gangster,Denzel Washington,Ruby Dee,RZA,18000.0,782.0,561.0
True Lies,Jamie Lee Curtis,Tia Carrere,Tom Arnold,2000.0,1000.0,618.0
The Taking of Pelham 1 2 3,Denzel Washington,Ramon Rodriguez,Michael Rispoli,18000.0,464.0,385.0
Little Fockers,Robert De Niro,Blythe Danner,Teri Polo,22000.0,713.0,708.0
The Other Guys,Dwayne Johnson,Will Ferrell,Derek Jeter,12000.0,8000.0,107.0
Eraser,Vanessa Williams,James Coburn,Roma Maffia,1000.0,773.0,383.0
Django Unchained,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,29000.0,11000.0,265.0
The Hunchback of Notre Dame,Demi Moore,Jason Alexander,Bill Fagerbakke,2000.0,700.0,542.0
The Emperor's New Groove,Eartha Kitt,Wendie Malick,John Fiedler,558.0,452.0,253.0
The Expendables 2,Jason Statham,Sylvester Stallone,Bruce Willis,26000.0,13000.0,13000.0
National Treasure,Nicolas Cage,Armando Riesco,Annie Parisse,12000.0,625.0,341.0
Eragon,Djimon Hounsou,Ed Speleers,Gary Lewis,3000.0,762.0,203.0
Where the Wild Things Are,Catherine O'Hara,Ryan Corr,Max Records,925.0,468.0,279.0
Epic,Josh Hutcherson,Emma Kenney,Troy Evans,14000.0,151.0,120.0
The Tourist,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,40000.0,11000.0,3000.0
End of Days,CCH Pounder,Mark Margolis,Udo Kier,1000.0,1000.0,595.0
Blood Diamond,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,29000.0,3000.0,452.0
The Wolf of Wall Street,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,29000.0,11000.0,4000.0
Batman Forever,Michael Gough,Rene Auberjonois,Debi Mazar,920.0,710.0,680.0
Starship Troopers,Jake Busey,Patrick Muldoon,Seth Gilliam,660.0,475.0,423.0
Cloud Atlas,Tom Hanks,Jim Sturgess,Jim Broadbent,15000.0,5000.0,1000.0
Legend of the Guardians: The Owls of Ga'Hoole,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,2000.0,653.0,577.0
Catwoman,Frances Conroy,Christopher Heyerdahl,Alex Borstein,827.0,825.0,566.0
Hercules,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,12000.0,3000.0,467.0
Treasure Planet,Joseph Gordon-Levitt,Martin Short,Michael Wincott,23000.0,770.0,720.0
Land of the Lost,Will Ferrell,Anna Friel,Bobb'e J. Thompson,8000.0,735.0,526.0
The Expendables 3,Jason Statham,Sylvester Stallone,Harrison Ford,26000.0,13000.0,11000.0
Point Break,Ray Winstone,Edgar Ramírez,Delroy Lindo,1000.0,897.0,848.0
Son of the Mask,Jamie Kennedy,Traylor Howard,Ben Stein,490.0,294.0,227.0
In the Heart of the Sea,Chris Hemsworth,Benjamin Walker,Frank Dillane,26000.0,911.0,571.0
The Adventures of Pluto Nash,Rosario Dawson,Randy Quaid,Burt Young,3000.0,695.0,683.0
Green Zone,Matt Damon,Sean Huze,Igal Naor,13000.0,537.0,95.0
The Peanuts Movie,Francesca Capaldi,Venus Schultheis,Bill Melendez,144.0,42.0,36.0
The Spanish Prisoner,Ben Gazzara,Felicity Huffman,Campbell Scott,623.0,508.0,393.0
The Mummy Returns,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,12000.0,3000.0,591.0
Gangs of New York,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,29000.0,14000.0,1000.0
The Flowers of War,Christian Bale,Ni Ni,Shigeo Kobayashi,23000.0,196.0,28.0
Surf's Up,Jeff Bridges,Zooey Deschanel,Jon Heder,12000.0,11000.0,970.0
The Stepford Wives,Jon Lovitz,Matthew Broderick,Roger Bart,11000.0,2000.0,465.0
Black Hawk Down,Ioan Gruffudd,Sam Shepard,Ewen Bremner,2000.0,820.0,557.0
The Campaign,Will Ferrell,Thomas Middleditch,Katherine LaNasa,8000.0,331.0,329.0
The Fifth Element,Milla Jovovich,Bruce Willis,Gary Oldman,14000.0,13000.0,10000.0
Sex and the City 2,Chris Noth,Liza Minnelli,Kristin Davis,962.0,740.0,722.0
The Road to El Dorado,Frank Welker,Rosie Perez,Elton John,2000.0,919.0,442.0
Ice Age: Continental Drift,Peter Dinklage,Josh Gad,Drake,22000.0,1000.0,916.0
Cinderella,Hayley Atwell,Derek Jacobi,Lily James,2000.0,520.0,502.0
The Lovely Bones,Michael Imperioli,AJ Michalka,Tom McCarthy,873.0,560.0,310.0
Finding Nemo,Alexander Gould,Stephen Root,Brad Garrett,1000.0,939.0,799.0
The Lord of the Rings: The Return of the King,Orlando Bloom,Billy Boyd,Bernard Hill,5000.0,857.0,416.0
The Lord of the Rings: The Two Towers,Christopher Lee,Orlando Bloom,Billy Boyd,16000.0,5000.0,857.0
Seventh Son,Jeff Bridges,Djimon Hounsou,Olivia Williams,12000.0,3000.0,766.0
Lara Croft: Tomb Raider,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,11000.0,509.0,240.0
Transcendence,Johnny Depp,Morgan Freeman,Clifton Collins Jr.,40000.0,11000.0,968.0
Jurassic Park III,Michael Jeter,Trevor Morgan,Alessandro Nivola,693.0,595.0,527.0
Rise of the Planet of the Apes,James Franco,David Oyelowo,Tyler Labine,11000.0,1000.0,779.0
The Spiderwick Chronicles,Martin Short,Tod Fennell,Joan Plowright,770.0,419.0,330.0
A Good Day to Die Hard,Bruce Willis,Cole Hauser,Megalyn Echikunwoke,13000.0,787.0,476.0
The Alamo,Dennis Quaid,Marc Blucas,Jordi Mollà,2000.0,973.0,877.0
The Incredibles,Holly Hunter,Craig T. Nelson,Lou Romano,1000.0,723.0,55.0
Cutthroat Island,Christopher Masterson,Frank Langella,Matthew Modine,1000.0,903.0,810.0
Percy Jackson & the Olympians: The Lightning Thief,Logan Lerman,Rosario Dawson,Steve Coogan,8000.0,3000.0,1000.0
Men in Black,Will Smith,Rip Torn,Linda Fiorentino,10000.0,826.0,602.0
Toy Story 2,Tom Hanks,John Ratzenberger,Wayne Knight,15000.0,1000.0,967.0
Unstoppable,Denzel Washington,Rosario Dawson,Ethan Suplee,18000.0,3000.0,1000.0
Rush Hour 2,Mei Melançon,John Lone,Harris Yulin,191.0,165.0,141.0
What Lies Beneath,Harrison Ford,Amber Valletta,Miranda Otto,11000.0,627.0,568.0
Cloudy with a Chance of Meatballs,Will Forte,Bobb'e J. Thompson,Al Roker,622.0,526.0,56.0
Ice Age: Dawn of the Dinosaurs,Denis Leary,Maile Flanagan,Kelly Keaton,835.0,256.0,117.0
The Secret Life of Walter Mitty,Adam Scott,Adrian Martinez,Joey Slotnick,3000.0,806.0,423.0
Charlie's Angels,Bill Murray,LL Cool J,Kelly Lynch,13000.0,1000.0,466.0
The Departed,Leonardo DiCaprio,Matt Damon,Ray Winstone,29000.0,13000.0,1000.0
Mulan,Ming-Na Wen,Harvey Fierstein,June Foray,2000.0,500.0,484.0
Tropic Thunder,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,21000.0,1000.0,918.0
The Girl with the Dragon Tattoo,Robin Wright,Goran Visnjic,Joely Richardson,18000.0,1000.0,585.0
Die Hard with a Vengeance,Bruce Willis,Aldis Hodge,Kevin Chamberlin,13000.0,559.0,489.0
Sherlock Holmes,Robert Downey Jr.,Eddie Marsan,Robert Maillet,21000.0,979.0,727.0
Ben-Hur,Morgan Freeman,Ayelet Zurer,Moises Arias,11000.0,745.0,635.0
Atlantis: The Lost Empire,Leonard Nimoy,Jim Varney,Cree Summer,12000.0,802.0,503.0
Alvin and the Chipmunks: The Road Chip,Bella Thorne,Joshua Mikel,Jesse McCartney,35000.0,1000.0,1000.0
Valkyrie,Tom Cruise,Tom Wilkinson,Thomas Kretschmann,10000.0,1000.0,919.0
You Don't Mess with the Zohan,Adam Sandler,Sayed Badreya,Kevin Nealon,11000.0,600.0,503.0
Pixels,Peter Dinklage,Adam Sandler,Josh Gad,22000.0,11000.0,1000.0
A.I. Artificial Intelligence,Haley Joel Osment,William Hurt,Kevin Sussman,3000.0,882.0,681.0
The Haunted Mansion,Marsha Thomason,Rachael Harris,Marc John Jefferies,691.0,569.0,441.0
Contact,Matthew McConaughey,Tom Skerritt,Larry King,11000.0,1000.0,135.0
Hollow Man,Greg Grunberg,Kim Dickens,Joey Slotnick,833.0,624.0,423.0
The Interpreter,Curtiss Cook,George Harris,Michael Wright,591.0,249.0,249.0
Percy Jackson: Sea of Monsters,Logan Lerman,Leven Rambin,Brandon T. Jackson,8000.0,956.0,918.0
Lara Croft Tomb Raider: The Cradle of Life,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,18000.0,11000.0,3000.0
Now You See Me 2,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan,11000.0,11000.0,886.0
The Saint,Alun Armstrong,Michael Byrne,Velibor Topic,192.0,117.0,84.0
Spy Game,Brad Pitt,Stephen Dillane,Catherine McCormack,11000.0,577.0,307.0
Mission to Mars,Don Cheadle,Connie Nielsen,Kim Delaney,3000.0,933.0,281.0
Rio,Anne Hathaway,Wanda Sykes,Will.i.am,11000.0,560.0,350.0
Bicentennial Man,Robin Williams,Oliver Platt,John Michael Higgins,49000.0,1000.0,957.0
Volcano,Don Cheadle,Anne Heche,Gaby Hoffmann,3000.0,643.0,612.0
The Devil's Own,Harrison Ford,Brad Pitt,Natascha McElhone,11000.0,11000.0,2000.0
K-19: The Widowmaker,Liam Neeson,Christian Camargo,Lex Shrapnel,14000.0,602.0,123.0
Conan the Barbarian,William Smith,Mako,Sandahl Bergman,919.0,691.0,183.0
Cinderella Man,Paddy Considine,Bruce McGill,Rosemarie DeWitt,680.0,655.0,537.0
The Nutcracker in 3D,Shirley Henderson,Nathan Lane,Richard E. Grant,887.0,886.0,554.0
Seabiscuit,Jeff Bridges,Michael Angarano,Michael O'Neill,12000.0,947.0,599.0
Twister,Philip Seymour Hoffman,Alan Ruck,Jami Gertz,22000.0,946.0,848.0
Cast Away,Tom Hanks,Paul Sanchez,Nick Searcy,15000.0,410.0,272.0
Happy Feet,Robin Williams,Hugh Jackman,Elizabeth Daily,49000.0,20000.0,971.0
The Bourne Supremacy,Matt Damon,Joan Allen,Oksana Akinshina,13000.0,805.0,129.0
Air Force One,Harrison Ford,Gary Oldman,Dean Stockwell,11000.0,10000.0,936.0
Ocean's Eleven,Brad Pitt,Bernie Mac,Elliott Gould,11000.0,1000.0,471.0
The Three Musketeers,Milla Jovovich,Logan Lerman,Orlando Bloom,14000.0,8000.0,5000.0
Hotel Transylvania,Steve Buscemi,Adam Sandler,Jon Lovitz,12000.0,11000.0,11000.0
Enchanted,Jeff Bennett,Teala Dunn,Fred Tatasciore,283.0,142.0,118.0
Hannibal,Caroline Dhavernas,Scott Thompson,Hettienne Park,544.0,183.0,148.0
Safe House,Denzel Washington,Ryan Reynolds,Sam Shepard,18000.0,16000.0,820.0
102 Dalmatians,Ioan Gruffudd,Eric Idle,Jim Carter,2000.0,795.0,439.0
Tower Heist,Matthew Broderick,Gabourey Sidibe,Judd Hirsch,2000.0,906.0,535.0
The Holiday,Kate Winslet,Rufus Sewell,Sarah Parish,14000.0,3000.0,213.0
Enemy of the State,Will Smith,Jake Busey,Lisa Bonet,10000.0,660.0,619.0
It's Complicated,Meryl Streep,Hunter Parrish,Zoe Kazan,11000.0,2000.0,963.0
Ocean's Thirteen,Al Pacino,Matt Damon,Brad Pitt,14000.0,13000.0,11000.0
Open Season,Jon Favreau,Debra Messing,Jane Krakowski,4000.0,650.0,624.0
Divergent,Kate Winslet,Theo James,Mekhi Phifer,14000.0,5000.0,1000.0
Enemy at the Gates,Bob Hoskins,Gabriel Thomson,Clemens Schick,5000.0,35.0,29.0
The Rundown,Dwayne Johnson,Rosario Dawson,Ewen Bremner,12000.0,3000.0,557.0
Last Action Hero,F. Murray Abraham,Tom Noonan,Joan Plowright,670.0,442.0,330.0
Memoirs of a Geisha,Li Gong,Mako,Karl Yune,879.0,691.0,210.0
The Fast and the Furious: Tokyo Drift,Amber Stevens West,Zachery Ty Bryan,Nikki Griffin,584.0,227.0,159.0
Arthur Christmas,Jim Broadbent,Imelda Staunton,Michael Palin,1000.0,579.0,561.0
Meet Joe Black,Anthony Hopkins,Brad Pitt,Jake Weber,12000.0,11000.0,551.0
Collateral Damage,Raymond Cruz,Rick Worthy,Jsu Garcia,672.0,174.0,172.0
All That Jazz,Roy Scheider,Ben Vereen,Max Wright,813.0,388.0,87.0
Mirror Mirror,Julia Roberts,Nathan Lane,Danny Woodburn,8000.0,886.0,809.0
Scott Pilgrim vs. the World,Anna Kendrick,Kieran Culkin,Ellen Wong,10000.0,1000.0,719.0
The Core,Glenn Morshower,Tchéky Karyo,Rekha Sharma,894.0,345.0,106.0
Nutty Professor II: The Klumps,Larry Miller,Janet Jackson,Chris Elliott,611.0,592.0,571.0
Scooby-Doo,Sarah Michelle Gellar,Linda Cardellini,Miguel A. Núñez Jr.,4000.0,2000.0,271.0
Dredd,Wood Harris,Jason Cope,Rakie Ayola,409.0,107.0,20.0
Click,Adam Sandler,Cameron Monaghan,Julie Kavner,11000.0,1000.0,233.0
Creepshow,Ted Danson,Hal Holbrook,Adrienne Barbeau,875.0,826.0,602.0
Cats & Dogs: The Revenge of Kitty Galore,Jack McBrayer,Sean Hayes,Katt Williams,975.0,760.0,615.0
Jumper,Kristen Stewart,Hayden Christensen,Tom Hulce,17000.0,4000.0,521.0
Hellboy II: The Golden Army,Seth MacFarlane,Iván Kamarás,Brian Steele,3000.0,169.0,160.0
Zodiac,Robert Downey Jr.,Jake Gyllenhaal,Anthony Edwards,21000.0,15000.0,495.0
The 6th Day,Robert Duvall,Michael Rapaport,Tony Goldwyn,3000.0,975.0,956.0
Bruce Almighty,Morgan Freeman,Steve Carell,Lisa Ann Walter,11000.0,7000.0,1000.0
The Expendables,Jason Statham,Sylvester Stallone,Jet Li,26000.0,13000.0,5000.0
Mission: Impossible,Tom Cruise,Kristin Scott Thomas,Vanessa Redgrave,10000.0,1000.0,898.0
The Hunger Games,Jennifer Lawrence,Josh Hutcherson,Anthony Reynolds,34000.0,14000.0,575.0
The Hangover Part II,Bradley Cooper,Mason Lee,Mike Tyson,14000.0,670.0,461.0
Batman Returns,Michael Gough,Vincent Schiavelli,Andrew Bryniarski,920.0,811.0,390.0
Over the Hedge,Bruce Willis,Steve Carell,Catherine O'Hara,13000.0,7000.0,925.0
Lilo & Stitch,Tia Carrere,Jason Scott Lee,David Ogden Stiers,1000.0,533.0,443.0
Charlotte's Web,Steve Buscemi,Julia Roberts,Oprah Winfrey,12000.0,8000.0,852.0
Deep Impact,Morgan Freeman,Jon Favreau,Robert Duvall,11000.0,4000.0,3000.0
RED 2,Bruce Willis,Anthony Hopkins,Garrick Hagon,13000.0,12000.0,110.0
The Longest Yard,Adam Sandler,Steve Reevis,Dalip Singh,11000.0,437.0,421.0
Alvin and the Chipmunks: Chipwrecked,Amy Poehler,Jesse McCartney,Lauren Gottlieb,1000.0,1000.0,733.0
Grown Ups 2,Steve Buscemi,Adam Sandler,Jon Lovitz,12000.0,11000.0,11000.0
Get Smart,Bill Murray,Dwayne Johnson,Anne Hathaway,13000.0,12000.0,11000.0
Something's Gotta Give,Keanu Reeves,Jon Favreau,Paul Michael Glaser,18000.0,4000.0,343.0
Shutter Island,Leonardo DiCaprio,Joseph Sikora,Nellie Sciutto,29000.0,223.0,163.0
Four Christmases,Jon Favreau,Robert Duvall,Katy Mixon,4000.0,3000.0,982.0
Robots,Jim Broadbent,Drew Carey,Paula Abdul,1000.0,311.0,208.0
Face/Off,Nicolas Cage,CCH Pounder,Joan Allen,12000.0,1000.0,805.0
Bedtime Stories,Adam Sandler,Carmen Electra,Kathryn Joosten,11000.0,869.0,495.0
Road to Perdition,Tom Hanks,Jennifer Jason Leigh,Liam Aiken,15000.0,1000.0,818.0
Just Go with It,Adam Sandler,Bailee Madison,Kevin Nealon,11000.0,3000.0,503.0
Daredevil,Elden Henson,Royce Johnson,Charlie Cox,577.0,4.0,0.0
Con Air,Steve Buscemi,Monica Potter,Dave Chappelle,12000.0,878.0,744.0
Eagle Eye,Rosario Dawson,Ethan Embry,Cameron Boyce,3000.0,982.0,915.0
Cold Mountain,Philip Seymour Hoffman,Natalie Portman,Charlie Hunnam,22000.0,20000.0,16000.0
The Book of Eli,Denzel Washington,Mila Kunis,Gary Oldman,18000.0,15000.0,10000.0
Flubber,Robin Williams,Jodi Benson,Sam Lloyd,49000.0,570.0,159.0
The Haunting,Liam Neeson,Lili Taylor,Virginia Madsen,14000.0,960.0,913.0
Space Jam,Bill Murray,Wayne Knight,Michael Jordan,13000.0,967.0,366.0
The Pink Panther,Roger Rees,Henry Czerny,William Abadie,1000.0,177.0,38.0
The Day the Earth Stood Still,Keanu Reeves,Jon Hamm,Juan Riedinger,18000.0,4000.0,71.0
Conspiracy Theory,Julia Roberts,Alex McArthur,Michael Potts,8000.0,137.0,67.0
Fury,Brad Pitt,Logan Lerman,Jim Parrack,11000.0,8000.0,697.0
Six Days Seven Nights,Harrison Ford,Anne Heche,Amy Sedaris,11000.0,643.0,397.0
Yogi Bear,Justin Timberlake,Tom Cavanagh,Josh Robert Thompson,3000.0,642.0,375.0
Spirit: Stallion of the Cimarron,Matt Damon,Charles Napier,Zahn McClarnon,13000.0,503.0,495.0
Zookeeper,Rosario Dawson,Leslie Bibb,Nicholas Turturro,3000.0,1000.0,269.0
Lost in Space,Gary Oldman,William Hurt,June Lockhart,10000.0,882.0,427.0
The Manchurian Candidate,Denzel Washington,Dorian Missick,Jose Pablo Cantillo,18000.0,1000.0,502.0
Déjà Vu,Vanessa Redgrave,Stephen Dillane,Michael Brandon,898.0,577.0,87.0
Hotel Transylvania 2,Steve Buscemi,Adam Sandler,Fran Drescher,12000.0,11000.0,859.0
Bewitched,Elizabeth Montgomery,Agnes Moorehead,Dick York,1000.0,960.0,474.0
Fantasia 2000,Quincy Jones,Penn Jillette,Russi Taylor,340.0,243.0,62.0
The Time Machine,Mark Addy,Alan Young,Josh Stamberg,891.0,639.0,102.0
Mighty Joe Young,Charlize Theron,Mika Boorem,David Paymer,9000.0,496.0,372.0
Swordfish,Hugh Jackman,Don Cheadle,Sam Shepard,20000.0,3000.0,820.0
The Legend of Zorro,Michael Emerson,Nick Chinlund,Adrian Alonso,2000.0,277.0,163.0
What Dreams May Come,Robin Williams,Annabella Sciorra,Rosalind Chao,49000.0,448.0,129.0
Little Nicky,Adam Sandler,Jon Lovitz,Michael McKean,11000.0,11000.0,658.0
The Brothers Grimm,Matt Damon,Heath Ledger,Mackenzie Crook,13000.0,13000.0,871.0
Mars Attacks!,Natalie Portman,Martin Short,Lukas Haas,20000.0,770.0,733.0
Evolution,Nissim Renard,Roxane Duran,Julie-Marie Parmentier,23.0,21.0,8.0
The Edge,Anthony Hopkins,Harold Perrineau,Bart the Bear,12000.0,1000.0,904.0
Surrogates,Bruce Willis,Devin Ratray,Boris Kodjoe,13000.0,1000.0,1000.0
Thirteen Days,Bruce Greenwood,Jon Foster,Bruce Thomas,981.0,274.0,183.0
Daylight,Sylvester Stallone,Viggo Mortensen,Amy Brenneman,13000.0,10000.0,366.0
Walking with Dinosaurs 3D,Charlie Rowe,Tiya Sircar,Madison Rothschild,882.0,396.0,210.0
Battlefield Earth,Richard Tyson,Michael Byrne,John Topor,743.0,117.0,41.0
Looney Tunes: Back in Action,Brendan Fraser,Jenna Elfman,Heather Locklear,3000.0,739.0,695.0
Nine,Fergie,Elio Germano,Andrea Di Stefano,529.0,48.0,30.0
Timeline,Paul Walker,Gerard Butler,Ethan Embry,23000.0,18000.0,982.0
The Postman,Olivia Williams,Brian Anthony Wilson,Larenz Tate,766.0,674.0,582.0
Babe: Pig in the City,Adam Goldberg,Elizabeth Daily,Glenne Headly,1000.0,971.0,231.0
The Last Witch Hunter,Vin Diesel,Joseph Gilgun,Lotte Verbeek,14000.0,788.0,612.0
Red Planet,Bob Neill,Val Kilmer,Tom Sizemore,2.0,0.0,0.0
Arthur and the Invisibles,Mia Farrow,Adam LeFevre,Penny Balfour,563.0,80.0,14.0
Oceans,Pedro Armendáriz Jr.,Jacques Perrin,Rie Miyazawa,67.0,63.0,7.0
A Sound of Thunder,David Oyelowo,Catherine McCormack,Jemima Rooper,1000.0,307.0,212.0
Pompeii,Sasha Roiz,Currie Graham,Dylan Schombing,795.0,172.0,74.0
Top Cat Begins,Sariann Monaco,David Hoffman,Ben Diskin,163.0,94.0,20.0
A Beautiful Mind,Adam Goldberg,Austin Pendleton,Judd Hirsch,1000.0,592.0,535.0
The Lion King,Matthew Broderick,Nathan Lane,Niketa Calame,2000.0,886.0,847.0
Journey 2: The Mysterious Island,Josh Hutcherson,Dwayne Johnson,Kristin Davis,14000.0,12000.0,722.0
Cloudy with a Chance of Meatballs 2,Will Forte,Khamani Griffin,Melissa Sturm,622.0,161.0,18.0
Red Dragon,Philip Seymour Hoffman,Anthony Hopkins,Emily Watson,22000.0,12000.0,876.0
Hidalgo,J.K. Simmons,Viggo Mortensen,Peter Mensah,24000.0,10000.0,1000.0
Jack and Jill,Al Pacino,Adam Sandler,Tim Meadows,14000.0,11000.0,553.0
2 Fast 2 Furious,Paul Walker,Cole Hauser,Mo Gallini,23000.0,787.0,771.0
The Little Prince,Jeff Bridges,James Franco,Mackenzie Foy,12000.0,11000.0,6000.0
The Invasion,Roger Rees,Veronica Cartwright,Jeremy Northam,1000.0,422.0,327.0
The Adventures of Rocky & Bullwinkle,Robert De Niro,Janeane Garofalo,Jonathan Winters,22000.0,1000.0,924.0
The Secret Life of Pets,Steve Coogan,Eric Stonestreet,Albert Brooks,1000.0,904.0,745.0
The League of Extraordinary Gentlemen,Jason Flemyng,Max Ryan,Tony Curran,1000.0,872.0,845.0
Despicable Me 2,Steve Carell,Miranda Cosgrove,Steve Coogan,7000.0,2000.0,1000.0
Independence Day,Will Smith,Adam Baldwin,Mary McDonnell,10000.0,2000.0,933.0
The Lost World: Jurassic Park,Ariana Richards,Richard Schiff,Vanessa Lee Chester,610.0,506.0,227.0
Madagascar,Jada Pinkett Smith,Cedric the Entertainer,Andy Richter,851.0,436.0,179.0
Children of Men,Charlie Hunnam,Danny Huston,Rita Davies,16000.0,430.0,18.0
X-Men,Hugh Jackman,Tyler Mane,Bruce Davison,20000.0,764.0,505.0
Wanted,Angelina Jolie Pitt,Morgan Freeman,Common,11000.0,11000.0,988.0
The Rock,Nicolas Cage,Michael Biehn,Bokeem Woodbine,12000.0,2000.0,904.0
Ice Age: The Meltdown,Denis Leary,Ray Romano,Jay Leno,835.0,590.0,241.0
50 First Dates,Adam Sandler,Peter Dante,Allen Covert,11000.0,427.0,328.0
Hairspray,Jerry Stiller,Elijah Kelley,Paul Dooley,719.0,339.0,260.0
Exorcist: The Beginning,James D'Arcy,Alan Ford,Izabella Scorupco,613.0,422.0,394.0
Inspector Gadget,Matthew Broderick,Rene Auberjonois,Rupert Everett,2000.0,710.0,692.0
Now You See Me,Morgan Freeman,Common,Michael Kelly,11000.0,988.0,963.0
Grown Ups,Steve Buscemi,Adam Sandler,Salma Hayek,12000.0,11000.0,4000.0
The Terminal,Tom Hanks,Chi McBride,Barry Shabaka Henley,15000.0,466.0,232.0
Constantine,Harold Perrineau,Matt Ryan,Charles Halford,1000.0,560.0,218.0
Hotel for Dogs,Don Cheadle,Kevin Dillon,Yvette Nicole Brown,3000.0,576.0,446.0
Vertical Limit,Nicholas Lea,Scott Glenn,Ben Mendelsohn,867.0,826.0,748.0
Charlie Wilson's War,Philip Seymour Hoffman,Tom Hanks,Jud Tylor,22000.0,15000.0,15000.0
Shark Tale,Robert De Niro,Martin Scorsese,Angelina Jolie Pitt,22000.0,17000.0,11000.0
Dreamgirls,Loretta Devine,Jennifer Hudson,Anika Noni Rose,912.0,549.0,525.0
Life,Adam Arkin,Brent Sexton,Damian Lewis,374.0,130.0,0.0
Be Cool,Dwayne Johnson,Christina Milian,Debi Mazar,12000.0,1000.0,680.0
Munich,Ayelet Zurer,Moritz Bleibtreu,Mathieu Amalric,745.0,486.0,412.0
Tears of the Sun,Bruce Willis,Tom Skerritt,Cole Hauser,13000.0,1000.0,787.0
Killers,Tom Selleck,Lisa Ann Walter,Catherine O'Hara,19000.0,1000.0,925.0
The Man from U.N.C.L.E.,Henry Cavill,Elizabeth Debicki,Christian Berkel,15000.0,509.0,104.0
Spanglish,Adam Sandler,Paz Vega,Sarah Steele,11000.0,964.0,138.0
Monster House,Steve Buscemi,Jon Heder,Catherine O'Hara,12000.0,970.0,925.0
Bandits,Bruce Willis,Brían F. O'Byrne,Azura Skye,13000.0,450.0,193.0
First Knight,Julia Ormond,Ben Cross,John Gielgud,919.0,303.0,249.0
Anna and the King,Bai Ling,Geoffrey Palmer,Randall Duk Kim,582.0,103.0,99.0
Immortals,Henry Cavill,Daniel Sharman,Steve Byers,15000.0,1000.0,222.0
Hostage,Jimmy Bennett,Bruce Willis,Ransford Doherty,87000.0,13000.0,759.0
Titan A.E.,Matt Damon,Janeane Garofalo,Nathan Lane,13000.0,1000.0,886.0
Hollywood Homicide,Harrison Ford,Bruce Greenwood,Lena Olin,11000.0,982.0,541.0
Soldier,Connie Nielsen,Sean Pertwee,Jason Scott Lee,933.0,722.0,533.0
Carriers,Christopher Meloni,Kiernan Shipka,Lou Taylor Pucci,3000.0,552.0,394.0
Monkeybone,Brendan Fraser,Bridget Fonda,Megan Mullally,3000.0,889.0,637.0
Flight of the Phoenix,Dennis Quaid,Tony Curran,Miranda Otto,2000.0,845.0,568.0
Unbreakable,Robin Wright,Bruce Willis,Michael Kelly,18000.0,13000.0,963.0
Minions,Steve Carell,Jon Hamm,Steve Coogan,7000.0,4000.0,1000.0
Sucker Punch,Jon Hamm,Abbie Cornish,Scott Glenn,4000.0,2000.0,826.0
Snake Eyes,Nicolas Cage,Mike Starr,John Heard,12000.0,854.0,697.0
Sphere,Peter Coyote,James Pickens Jr.,Huey Lewis,548.0,270.0,215.0
