city,cuisine_style,ranking,rating,reviews_number
Barcelona,"Moroccan, Middle Eastern, African, Halal",7029.0,3.0,125.0
Barcelona,unknown,6875.0,3.0,
Paris,"Asian, Vietnamese, Vegetarian Friendly",5014.0,4.0,116.0
Barcelona,"Mediterranean, European, Spanish",3696.0,3.5,127.0
Brussels,unknown,2470.0,4.0,7.0
Barcelona,"Peruvian, South American",6093.0,3.5,32.0
Paris,unknown,12289.0,3.0,8.0
Paris,Vegetarian Friendly,2929.0,4.5,51.0
Stockholm,Pub,2045.0,3.5,2.0
Berlin,"International, Contemporary, Healthy",5141.0,4.0,
Brussels,unknown,1376.0,5.0,4.0
Budapest,"Irish, Bar, European, Pub, Vegetarian Friendly",157.0,4.0,438.0
Paris,Italian,8000.0,5.0,
London,"Bar, British, Vegetarian Friendly, Gluten Free Options",8568.0,3.5,329.0
London,"Chinese, Vegetarian Friendly",12834.0,3.5,7.0
London,unknown,13488.0,2.5,8.0
Madrid,"Italian, Pizza",8531.0,2.0,
Dublin,"Irish, Bar, European, Pub",886.0,3.5,250.0
Paris,"French, European, Vegetarian Friendly",1752.0,4.5,114.0
Milan,"Italian, Pizza, Seafood, Mediterranean, Vegetarian Friendly",864.0,4.0,253.0
Madrid,Spanish,3734.0,4.0,20.0
Paris,"French, Bar, European",6184.0,3.5,155.0
Paris,"French, Seafood",6611.0,4.5,5.0
Barcelona,"Italian, Street Food",2477.0,5.0,17.0
Barcelona,"Pizza, Spanish",6804.0,3.5,13.0
Stockholm,Chinese,940.0,5.0,2.0
Geneva,"French, Swiss, European",485.0,4.5,12.0
London,"Bar, Pub, Vegetarian Friendly",4187.0,4.5,26.0
Berlin,"Italian, Mediterranean, European, Central European",2666.0,4.0,32.0
London,"Indian, Asian, Pakistani, Vegetarian Friendly, Halal",4173.0,3.5,3135.0
Copenhagen,"Mediterranean, European, Greek, Vegetarian Friendly",718.0,4.0,68.0
Paris,American,11084.0,3.5,36.0
Milan,"Brew Pub, Cafe, Wine Bar",4409.0,4.5,3.0
Brussels,unknown,725.0,4.5,15.0
London,British,9209.0,5.0,
Barcelona,"Mediterranean, Spanish, European",7424.0,2.5,44.0
Berlin,unknown,4748.0,4.0,7.0
Dublin,"Cafe, European, Delicatessen",946.0,4.5,25.0
Berlin,German,6018.0,3.5,3.0
Paris,unknown,8039.0,5.0,
Rome,"Vegetarian Friendly, Vegan Options",357.0,5.0,84.0
Paris,unknown,6685.0,4.0,17.0
Warsaw,Cafe,1244.0,4.5,12.0
Oporto,unknown,1431.0,3.5,3.0
Prague,"Bar, Pub, Czech, Eastern European, Central European, European",901.0,4.0,139.0
Paris,South American,12475.0,3.5,13.0
London,"Bar, British, International, Vegetarian Friendly, Gluten Free Options",14936.0,3.0,319.0
London,unknown,9475.0,5.0,
Munich,"Fast Food, Healthy, Vegetarian Friendly, Vegan Options",2010.0,3.5,50.0
Amsterdam,"Steakhouse, Brazilian",1404.0,3.5,142.0
Stockholm,"Mediterranean, Middle Eastern, Vegetarian Friendly, Vegan Options, Gluten Free Options",164.0,4.5,99.0
Hamburg,"Bar, International, Mediterranean, Grill, Pub",616.0,5.0,16.0
Vienna,unknown,1973.0,4.0,9.0
Lisbon,unknown,3663.0,2.5,7.0
London,French,7092.0,4.0,12.0
Budapest,"European, Hungarian, Eastern European, Bar, International, Central European",740.0,4.0,98.0
Paris,Italian,13339.0,2.5,13.0
Paris,"French, Mediterranean, Wine Bar",7271.0,4.0,65.0
Milan,unknown,6007.0,4.5,4.0
Berlin,"Japanese, Asian, Vegetarian Friendly",302.0,4.5,132.0
Lisbon,unknown,1883.0,4.5,6.0
Paris,"French, European",2481.0,4.5,151.0
Helsinki,"Bar, Pub",919.0,3.5,2.0
Dublin,unknown,1216.0,5.0,
Dublin,"Irish, Bar, European, British, Pub, Vegetarian Friendly, Gluten Free Options",57.0,4.5,3491.0
Athens,unknown,1648.0,3.5,17.0
Barcelona,"Mediterranean, European, Spanish, Contemporary, Vegetarian Friendly, Gluten Free Options",574.0,4.0,604.0
London,Seafood,8028.0,4.0,49.0
London,"Turkish, Mediterranean, British",11144.0,4.5,8.0
Madrid,unknown,6495.0,3.5,6.0
Rome,"Seafood, Italian, Pizza, Grill",3918.0,3.5,197.0
Paris,unknown,13161.0,3.0,37.0
London,"Turkish, Middle Eastern, Halal",10791.0,4.5,17.0
Warsaw,"Japanese, Sushi, Asian, Soups, Vegetarian Friendly, Vegan Options",312.0,4.5,34.0
London,French,12597.0,4.0,2.0
London,Indian,12632.0,4.0,
London,Mediterranean,9415.0,5.0,5.0
London,"Italian, Cafe, Vegetarian Friendly",4317.0,4.0,122.0
Paris,unknown,11562.0,3.5,129.0
Madrid,"Mediterranean, Healthy",6318.0,4.0,16.0
London,"Bar, British, Pub",7344.0,4.0,50.0
Milan,"Italian, Mediterranean, Vegetarian Friendly, Vegan Options, Gluten Free Options",215.0,4.0,1613.0
Budapest,"Cafe, Vegetarian Friendly",1953.0,3.5,39.0
Madrid,"South American, Ecuadorean",7391.0,3.0,
Berlin,Spanish,3606.0,5.0,2.0
Paris,"Moroccan, Mediterranean",7416.0,5.0,9.0
Prague,"European, Central European, Czech",1533.0,4.5,34.0
Paris,"French, Bar, Cafe, European, Pub, Vegetarian Friendly",6235.0,4.0,20.0
Amsterdam,"Dutch, European, Central European, Vegetarian Friendly, Vegan Options, Gluten Free Options",65.0,4.5,2428.0
Vienna,"Mediterranean, Italian, Pizza, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",271.0,4.0,384.0
London,unknown,11417.0,4.5,3.0
Hamburg,Chinese,1717.0,4.0,5.0
Paris,unknown,7810.0,4.0,15.0
Barcelona,"Spanish, Vegetarian Friendly, Vegan Options, Gluten Free Options",86.0,4.5,2186.0
Dublin,"Japanese, Sushi, Asian, Vegetarian Friendly, Gluten Free Options",993.0,4.5,31.0
Budapest,"American, Fast Food, International, European, Hungarian",1392.0,5.0,
Brussels,"Japanese, Sushi, Asian, Fast Food",2826.0,3.0,113.0
Barcelona,"Japanese, Sushi, Asian, Vegetarian Friendly",1572.0,4.0,105.0
Brussels,"Italian, European, Pizza",1134.0,3.5,61.0
Berlin,unknown,5100.0,4.0,
Edinburgh,"Bar, British, Pub, Vegetarian Friendly, Vegan Options",708.0,4.0,121.0
Barcelona,"Mediterranean, European, Spanish, Vegetarian Friendly",3967.0,4.0,39.0
Madrid,unknown,5506.0,3.5,3.0
Rome,"Italian, Pizza",4433.0,4.5,56.0
London,"Indian, Halal",15291.0,3.5,16.0
London,unknown,8129.0,5.0,3.0
Prague,unknown,3059.0,4.0,
Barcelona,"Mediterranean, Spanish, Wine Bar, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",5.0,5.0,1078.0
London,"Fast Food, Barbecue, European, Portuguese, Vegetarian Friendly, Gluten Free Options",852.0,4.0,1322.0
Barcelona,unknown,7773.0,1.0,
London,"European, Portuguese",4854.0,4.0,206.0
Amsterdam,"Spanish, Bar, European, Pub, Vegetarian Friendly",885.0,4.5,47.0
Paris,"Thai, Vegetarian Friendly, Vegan Options, Gluten Free Options",86.0,4.5,441.0
Warsaw,"American, Central American, Grill",394.0,4.0,141.0
Lisbon,unknown,1974.0,4.5,9.0
Athens,"Chinese, Fast Food, Asian, Fusion, Vegetarian Friendly, Vegan Options",240.0,4.5,62.0
Lisbon,"Mediterranean, European, Portuguese",318.0,4.5,372.0
Berlin,"Cafe, European, Vegetarian Friendly, Vegan Options",1641.0,4.0,64.0
Paris,Italian,3910.0,5.0,11.0
Berlin,unknown,4744.0,4.0,8.0
London,"Vegetarian Friendly, Gluten Free Options",401.0,4.5,1084.0
Paris,"French, European",9105.0,4.0,44.0
Copenhagen,"Chinese, Asian, Sushi, Vegetarian Friendly",847.0,3.5,74.0
London,Italian,9356.0,5.0,
Krakow,"Mexican, Fast Food, Spanish",789.0,4.0,29.0
Madrid,Spanish,4543.0,4.5,5.0
Brussels,"Polish, European",1777.0,4.5,3.0
Paris,Italian,10179.0,4.0,9.0
Rome,"Italian, Peruvian, International, Healthy, South American",5675.0,5.0,
Lisbon,"European, Contemporary, Portuguese",1747.0,4.0,11.0
Lisbon,"Cafe, Portuguese, European",1301.0,4.5,32.0
Rome,unknown,5331.0,4.5,4.0
Paris,"French, European, Bar, Pub",6339.0,4.0,83.0
Warsaw,"Russian, Eastern European, European, Vegetarian Friendly",195.0,4.0,143.0
Milan,"Bar, Pub, Brew Pub",2200.0,4.0,75.0
Rome,"Italian, Seafood, Mediterranean",2793.0,4.0,157.0
Oporto,"Mediterranean, African, Portuguese, Soups",396.0,4.5,95.0
Madrid,"Bar, Mediterranean, European, Spanish, Vegetarian Friendly, Vegan Options, Gluten Free Options",294.0,4.0,754.0
Milan,"Italian, Pizza, Mediterranean, Vegetarian Friendly",1822.0,3.5,567.0
Paris,"Bar, Pub, Wine Bar",8455.0,4.5,11.0
Dublin,"Fast Food, Delicatessen, Vegetarian Friendly, Vegan Options, Gluten Free Options",1326.0,3.5,113.0
Munich,"Cafe, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",196.0,4.0,106.0
Lisbon,unknown,2227.0,4.5,9.0
Hamburg,"Cafe, Israeli, European, Central European, Vegetarian Friendly, Kosher",394.0,4.0,77.0
London,"Italian, Vegetarian Friendly, Gluten Free Options",3267.0,5.0,16.0
Hamburg,"Bar, Pizza, Middle Eastern, Cafe, German",453.0,4.0,41.0
Lyon,French,1090.0,4.0,22.0
Milan,"Italian, Pizza, Seafood, Mediterranean, Vegetarian Friendly",822.0,4.0,186.0
Munich,"Chinese, Asian, Vegetarian Friendly",2633.0,3.0,110.0
Lisbon,unknown,1853.0,5.0,3.0
Lisbon,"European, Portuguese",1546.0,4.5,7.0
Rome,"Seafood, Italian, Pizza, Mediterranean, Vegetarian Friendly, Vegan Options, Gluten Free Options",457.0,4.5,1237.0
Paris,"French, Bar, Cafe, Wine Bar",3366.0,5.0,18.0
London,"Seafood, Fast Food, British",9789.0,3.5,162.0
Milan,"Italian, Pizza, Mediterranean, Vegetarian Friendly, Vegan Options",345.0,4.0,732.0
Athens,"Italian, Mediterranean, Greek",1420.0,4.5,7.0
Madrid,unknown,4888.0,3.0,3.0
Geneva,"French, Steakhouse, European",135.0,4.0,191.0
London,"Lebanese, Middle Eastern, Mediterranean, Vegetarian Friendly, Halal, Gluten Free Options",4239.0,4.0,177.0
Prague,"Bar, European, Pub, Czech, Eastern European, Central European",254.0,4.5,307.0
Paris,unknown,9950.0,4.0,25.0
Prague,"European, Czech",1989.0,5.0,
Edinburgh,"Chinese, Fast Food, Asian",1725.0,2.5,18.0
Hamburg,Italian,2615.0,4.5,7.0
Munich,Thai,2471.0,3.5,10.0
Lisbon,"Bar, Mediterranean, European, Portuguese, Contemporary, Vegetarian Friendly",714.0,3.5,750.0
Amsterdam,"Dutch, European",3209.0,5.0,
Madrid,Spanish,2175.0,4.0,33.0
Dublin,unknown,1228.0,5.0,
Oslo,"Japanese, Sushi, Asian",308.0,4.5,31.0
Berlin,unknown,6071.0,3.0,6.0
London,International,11282.0,4.5,3.0
Lisbon,Portuguese,803.0,5.0,25.0
Paris,"French, Spanish",9937.0,3.5,16.0
Lisbon,"Mediterranean, European, Portuguese",2239.0,3.5,185.0
Berlin,unknown,5992.0,2.5,5.0
Rome,"Japanese, Seafood, Sushi, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",2807.0,3.5,1079.0
London,unknown,14433.0,3.5,19.0
Brussels,"European, Delicatessen, Contemporary, Gastropub",1168.0,4.0,26.0
Athens,unknown,868.0,4.5,12.0
Barcelona,Spanish,3493.0,4.5,5.0
Barcelona,"Italian, Pizza, Mediterranean, Vegetarian Friendly",1360.0,4.5,59.0
London,unknown,8532.0,4.5,4.0
Paris,Italian,5362.0,4.0,58.0
Berlin,"Asian, Vegetarian Friendly, Vegan Options",529.0,4.0,97.0
London,"Seafood, European, British",431.0,4.5,907.0
Prague,"European, Czech, Central European",3658.0,3.5,19.0
Barcelona,"Seafood, Mediterranean, European, Spanish, Soups, Gluten Free Options, Vegetarian Friendly",662.0,3.5,1332.0
Paris,"Asian, Korean",5818.0,4.0,52.0
London,unknown,8231.0,5.0,7.0
London,"European, Spanish, British",13399.0,4.0,16.0
Bratislava,"American, International",198.0,4.5,6.0
London,Sushi,14964.0,3.5,11.0
Paris,"Lebanese, Middle Eastern, Mediterranean, Halal, Vegetarian Friendly",9837.0,3.5,71.0
Lisbon,"Seafood, Mediterranean, Portuguese, European",2180.0,3.5,110.0
London,"Cafe, Vegetarian Friendly, Vegan Options",3998.0,4.5,48.0
Oporto,unknown,926.0,5.0,3.0
Madrid,unknown,4479.0,4.0,14.0
Brussels,"British, Cafe, Vegetarian Friendly, Vegan Options",493.0,4.0,95.0
London,"British, Cafe, Vegetarian Friendly",9647.0,3.5,64.0
Madrid,unknown,7763.0,3.0,18.0
Milan,"Pizza, Brew Pub",2984.0,3.5,132.0
Paris,unknown,7647.0,4.0,30.0
London,"Australian, Vegetarian Friendly, Vegan Options, Gluten Free Options",793.0,4.0,381.0
Warsaw,unknown,1026.0,4.5,3.0
Rome,"Italian, Seafood, Mediterranean, Vegetarian Friendly",1863.0,4.5,89.0
Lisbon,"Steakhouse, European, Portuguese",183.0,4.0,825.0
Barcelona,"Mediterranean, Fusion",1890.0,4.5,24.0
Paris,unknown,12249.0,3.0,2.0
Berlin,Spanish,5626.0,4.0,6.0
Amsterdam,"Mediterranean, International",1679.0,4.0,26.0
Athens,"Cafe, Greek",938.0,4.0,11.0
Lyon,unknown,2171.0,4.0,5.0
Milan,Bar,2755.0,4.0,60.0
Stockholm,"European, Belgian, Bar, Vegetarian Friendly",548.0,4.0,97.0
Lisbon,"Vegetarian Friendly, Gluten Free Options",1882.0,4.0,33.0
Athens,"Mediterranean, Greek",876.0,3.5,78.0
Brussels,"Mediterranean, European, Portuguese, Wine Bar",566.0,4.0,35.0
Paris,"Indian, Middle Eastern, Pakistani, Vegetarian Friendly",1442.0,5.0,49.0
Prague,"European, Czech",2392.0,4.5,3.0
Rome,"Italian, Pizza",3271.0,4.0,85.0
Milan,unknown,1943.0,4.0,47.0
Berlin,Mexican,4210.0,3.5,23.0
Warsaw,"Chinese, Asian",1514.0,4.0,34.0
Paris,Gluten Free Options,4363.0,4.5,32.0
Lisbon,"Italian, Mediterranean, European, Vegetarian Friendly",554.0,4.5,66.0
Bratislava,unknown,322.0,4.0,15.0
Paris,"Chinese, Asian, Thai, Singaporean, Vegetarian Friendly, Vegan Options",656.0,4.5,187.0
Madrid,unknown,7928.0,3.0,13.0
Zurich,"Indian, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",2.0,4.5,418.0
Copenhagen,"Fast Food, Vegetarian Friendly",742.0,4.5,20.0
Hamburg,unknown,2545.0,3.0,2.0
Hamburg,"Latin, Spanish",823.0,4.0,34.0
Budapest,"Italian, American, Spanish",684.0,5.0,9.0
Rome,"Italian, Argentinean",2890.0,4.5,15.0
Paris,unknown,8236.0,5.0,
Dublin,"Asian, Thai, Fusion, Vegetarian Friendly, Gluten Free Options",603.0,4.0,135.0
Athens,"Mediterranean, Greek, Vegetarian Friendly",560.0,3.5,304.0
London,"Mediterranean, European, Spanish, Bar, Pub",11316.0,3.5,47.0
Berlin,unknown,2853.0,5.0,4.0
Milan,"Italian, Seafood",2408.0,4.0,184.0
Zurich,unknown,894.0,4.5,4.0
Stockholm,unknown,2236.0,3.0,21.0
London,"Indian, Asian, Vegetarian Friendly",6099.0,3.5,136.0
Krakow,Pizza,875.0,4.5,4.0
London,"Mediterranean, Spanish, Vegetarian Friendly",3712.0,4.0,187.0
Berlin,"Chinese, Vegetarian Friendly, Vegan Options",470.0,4.5,69.0
Berlin,unknown,2946.0,5.0,4.0
Rome,"Japanese, Brazilian, Seafood, Sushi, Vegetarian Friendly, Vegan Options, Gluten Free Options",1189.0,4.0,173.0
Berlin,International,6034.0,3.5,16.0
Bratislava,"European, Eastern European",581.0,4.5,3.0
Paris,"Asian, Vietnamese, Vegetarian Friendly, Vegan Options",5000.0,4.0,128.0
Stockholm,"Pub, Scandinavian",2247.0,3.0,86.0
Rome,Pizza,2794.0,4.5,82.0
Barcelona,"Mediterranean, Spanish",7426.0,2.5,55.0
Dublin,"Irish, International, European",1035.0,3.5,230.0
Berlin,"Healthy, Vegan Options, Gluten Free Options",4084.0,4.0,18.0
Vienna,"European, Delicatessen, Wine Bar, Bar, Diner",821.0,4.0,130.0
London,unknown,15658.0,2.5,3.0
Lisbon,"European, Portuguese",3041.0,3.5,15.0
Paris,Vietnamese,9468.0,4.5,10.0
Barcelona,"Mediterranean, Vegetarian Friendly, Vegan Options",1616.0,4.0,83.0
Milan,"Italian, Seafood, Mediterranean",2091.0,4.5,103.0
Rome,"Italian, Street Food, Fast Food, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",49.0,4.5,1724.0
Budapest,unknown,816.0,5.0,7.0
Lisbon,unknown,2939.0,4.0,
London,"Asian, Thai, Malaysian, Chinese, Vegetarian Friendly",12317.0,3.5,63.0
Oporto,"Mediterranean, European, Portuguese, Vegetarian Friendly",267.0,4.0,129.0
Hamburg,"Chinese, German, Delicatessen, Minority Chinese",1814.0,4.0,2.0
Munich,Vietnamese,986.0,4.0,16.0
Helsinki,"Cafe, European, Soups, Scandinavian, Vegetarian Friendly, Vegan Options, Gluten Free Options",15.0,4.0,1488.0
Munich,unknown,2032.0,4.0,5.0
Madrid,Spanish,5134.0,3.5,35.0
Copenhagen,Vietnamese,527.0,4.5,13.0
Budapest,unknown,1878.0,4.0,
Edinburgh,"Bar, European, British, Pub, Scottish, Vegetarian Friendly, Vegan Options, Gluten Free Options",112.0,4.5,1951.0
Milan,"Italian, Cafe, Pub, Gastropub",4291.0,3.5,13.0
London,"International, British",12911.0,3.5,4.0
Paris,"French, Bar, European",4527.0,3.5,154.0
Rome,"Seafood, Mediterranean, Italian, European, Wine Bar, Vegetarian Friendly, Gluten Free Options",1557.0,4.5,287.0
Copenhagen,"Japanese, Sushi",1176.0,5.0,3.0
Dublin,unknown,306.0,4.5,175.0
Paris,"Bar, French, European",2025.0,4.5,93.0
Edinburgh,"Mediterranean, Turkish, Middle Eastern, Vegetarian Friendly, Vegan Options",864.0,3.5,165.0
Rome,"Chinese, Japanese, Asian",3361.0,4.0,61.0
Madrid,"Spanish, Argentinean, South American, Italian, Vegetarian Friendly",904.0,4.5,28.0
Madrid,"Spanish, Vegetarian Friendly, Vegan Options, Gluten Free Options",538.0,4.0,515.0
Berlin,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly",946.0,4.0,164.0
Barcelona,Spanish,7454.0,3.5,3.0
Brussels,"French, Belgian, European",2883.0,2.5,393.0
Lisbon,Portuguese,3057.0,4.0,13.0
Madrid,"Argentinean, South American",4370.0,4.0,24.0
Vienna,unknown,3152.0,3.0,
Prague,"European, Czech",2808.0,3.5,19.0
Madrid,unknown,5172.0,4.0,8.0
Prague,Vietnamese,2077.0,5.0,
Paris,"Bar, Pub",10383.0,4.0,3.0
London,unknown,12916.0,3.0,8.0
Munich,unknown,1923.0,3.5,46.0
Lyon,"French, European, Vegetarian Friendly",255.0,4.0,233.0
Amsterdam,unknown,1998.0,4.5,12.0
London,"Italian, Pizza, Vegetarian Friendly, Gluten Free Options, Vegan Options",2261.0,4.5,273.0
Brussels,unknown,687.0,4.5,26.0
Milan,unknown,1330.0,4.0,237.0
Warsaw,"Mediterranean, Gastropub, Arabic",686.0,4.0,78.0
Ljubljana,unknown,374.0,4.0,
Warsaw,"Polish, European, Russian, Eastern European, Ukrainian, Vegetarian Friendly",995.0,4.5,12.0
Vienna,"Cafe, Central European, Austrian, European",1970.0,4.0,39.0
Madrid,unknown,2470.0,4.0,20.0
Budapest,"European, Central European",1005.0,5.0,17.0
Barcelona,"Russian, Mediterranean",7154.0,3.5,5.0
Helsinki,"Cafe, Delicatessen",606.0,4.0,8.0
Milan,"Italian, Vegetarian Friendly",965.0,4.0,306.0
Barcelona,Spanish,4502.0,4.0,9.0
Amsterdam,International,2449.0,4.0,12.0
Athens,unknown,1667.0,3.5,8.0
Lisbon,"European, Portuguese, Wine Bar, Bar, Mediterranean, Vegetarian Friendly",324.0,5.0,41.0
Oporto,"European, Portuguese",870.0,4.0,8.0
London,"Bar, Cafe, Australian, Vegetarian Friendly",6945.0,3.5,28.0
Rome,"Italian, International, Vegetarian Friendly, Vegan Options",1580.0,4.5,64.0
Madrid,"Steakhouse, Gluten Free Options",1150.0,4.5,53.0
Paris,unknown,12497.0,3.0,8.0
Milan,"Chinese, Seafood, Vegetarian Friendly",873.0,4.5,69.0
Zurich,unknown,1503.0,3.0,5.0
Luxembourg,"European, Seafood, Gluten Free Options",200.0,4.0,145.0
Zurich,"Bar, Indian, Irish, Fast Food, British, Pub",1473.0,3.5,24.0
Munich,unknown,1871.0,4.0,23.0
Stockholm,"Cafe, Swedish, Delicatessen",1042.0,4.0,37.0
Dublin,Chinese,1398.0,4.5,2.0
Barcelona,"Mediterranean, European, Spanish, Vegetarian Friendly",3304.0,4.0,61.0
Budapest,"International, European, Hungarian, Cafe, Bar, Pub, Central European, Vegetarian Friendly",523.0,4.5,40.0
Athens,unknown,1674.0,3.0,
Geneva,"French, European",31.0,4.5,142.0
Warsaw,unknown,1146.0,5.0,
Madrid,"Thai, Vegetarian Friendly",1791.0,4.0,35.0
Madrid,"Chinese, Fast Food, Vegetarian Friendly",7476.0,4.0,5.0
Athens,unknown,1351.0,4.5,3.0
Barcelona,unknown,6320.0,3.5,43.0
Dublin,"Irish, European, Vegetarian Friendly, Gluten Free Options",269.0,4.0,637.0
Milan,"Italian, Contemporary, Mediterranean, Vegetarian Friendly, Vegan Options",358.0,4.0,472.0
Paris,"Indian, Vegetarian Friendly, Vegan Options",5067.0,4.0,288.0
Prague,"European, Czech",3267.0,4.0,4.0
Stockholm,unknown,912.0,4.0,24.0
Stockholm,Italian,1756.0,4.0,
Munich,"German, European, Central European, Vegetarian Friendly",243.0,4.5,152.0
Rome,"Indian, Asian, Vegetarian Friendly, Vegan Options",4050.0,3.5,181.0
Paris,unknown,9029.0,4.5,2.0
London,"Seafood, Fast Food",7368.0,4.5,17.0
Dublin,"Fast Food, Diner",1720.0,3.5,20.0
Oporto,"Indian, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",160.0,4.5,264.0
Bratislava,"Italian, Pizza",676.0,3.5,13.0
Barcelona,"Mediterranean, Spanish, Bar, European, Pub",7012.0,3.0,83.0
Madrid,unknown,4064.0,5.0,
London,"Lebanese, Mediterranean",10166.0,5.0,4.0
Dublin,"Indian, Asian, Vegetarian Friendly",404.0,4.5,275.0
London,unknown,8316.0,4.5,10.0
London,unknown,8175.0,5.0,3.0
Madrid,"Mediterranean, European, Spanish, Vegetarian Friendly, Vegan Options, Gluten Free Options",515.0,4.0,231.0
Dublin,unknown,1688.0,3.0,8.0
Copenhagen,"Asian, Thai, Vegetarian Friendly",593.0,4.0,106.0
Paris,unknown,5138.0,4.0,16.0
London,unknown,7293.0,5.0,5.0
London,Pakistani,9781.0,4.5,7.0
Dublin,"Greek, Vegetarian Friendly, Vegan Options",323.0,4.5,55.0
Luxembourg,unknown,428.0,3.5,19.0
Edinburgh,"African, Mediterranean, Spanish, Vegetarian Friendly, Vegan Options, Gluten Free Options",41.0,4.5,834.0
London,"Mediterranean, Turkish, Cafe, European, Greek",5620.0,5.0,8.0
London,unknown,14362.0,3.0,3.0
Hamburg,"Mediterranean, European",558.0,4.0,46.0
Berlin,"Asian, Vietnamese, Sushi, Vegetarian Friendly, Vegan Options",759.0,4.5,44.0
Paris,"French, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",772.0,4.0,926.0
Budapest,Vietnamese,1577.0,4.0,24.0
Lyon,Italian,1904.0,4.0,5.0
Budapest,unknown,1706.0,4.0,6.0
Madrid,"International, Spanish",7615.0,3.0,27.0
Rome,"Bar, Pub",1828.0,4.0,274.0
London,"Cafe, British, Vegetarian Friendly, Vegan Options",5898.0,4.0,41.0
Rome,"Italian, Pizza, Mediterranean, Vegetarian Friendly, Gluten Free Options, Vegan Options",998.0,4.0,367.0
Barcelona,"Italian, Mediterranean, Vegetarian Friendly, Gluten Free Options",927.0,4.5,133.0
Lyon,Contemporary,1085.0,4.5,15.0
London,"Italian, Pizza, Vegetarian Friendly",8602.0,3.5,110.0
London,"Fast Food, Portuguese",10365.0,3.5,65.0
Prague,Cafe,2233.0,4.0,11.0
Berlin,Indian,6137.0,3.0,11.0
Paris,"Moroccan, Bar, Mediterranean, European, Pub",7184.0,3.5,115.0
Dublin,"Irish, Bar, European, British, Pub, Soups, Vegetarian Friendly",215.0,4.0,1774.0
Athens,"Mediterranean, Greek, Vegetarian Friendly",936.0,4.5,28.0
London,Fast Food,15691.0,2.5,25.0
Prague,Vietnamese,3076.0,4.0,2.0
Prague,"Bar, Czech, Central European, European, Pub",2567.0,3.5,89.0
Warsaw,"French, Cafe, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",159.0,4.0,187.0
Vienna,"Japanese, Sushi, Asian",2514.0,3.5,65.0
Lisbon,"Mediterranean, Greek, Delicatessen, Healthy, Mexican, Vegetarian Friendly, Vegan Options",1676.0,4.0,41.0
Amsterdam,unknown,2060.0,4.5,8.0
Paris,"Cafe, Vegetarian Friendly, Vegan Options, Gluten Free Options",1761.0,4.5,86.0
Paris,"Italian, Pizza, Vegetarian Friendly",2602.0,4.5,76.0
Madrid,unknown,6855.0,3.5,12.0
Copenhagen,unknown,581.0,4.5,14.0
Hamburg,unknown,1811.0,3.5,16.0
London,"Indian, Asian",14397.0,3.5,53.0
Geneva,unknown,444.0,4.5,9.0
Berlin,Middle Eastern,3755.0,4.5,7.0
Milan,"Italian, Pizza, Mediterranean, Vegetarian Friendly, Vegan Options",635.0,3.5,743.0
