datetime,pips_candle_0_30,pips_candle_max_0_30,pips_candle_min_0_30,pips_candle_0_60,pips_candle_max_0_60,pips_candle_min_0_60,pips_candle_0_120,pips_candle_max_0_120,pips_candle_min_0_120,pips_candle_0_180,pips_candle_max_0_180,pips_candle_min_0_180,pips_candle_0_240,pips_candle_max_0_240,pips_candle_min_0_240
9/4/2018 10:02,9,11,-3,22,27,-3,33,37,-3,47,52,-3,42,52,-3
10/9/2018 10:05,31,36,-2,17,36,-2,33,37,-2,27,39,-2,37,43,-2
1/10/2007 8:30,-2,11,-11,-5,11,-11,-41,11,-44,-27,11,-44,-37,11,-44
2/13/2007 8:30,4,21,-2,-3,21,-7,-3,21,-11,-5,21,-16,4,21,-16
3/9/2007 8:30,-34,19,-41,-43,19,-45,-29,19,-46,-15,19,-46,-25,19,-46
4/13/2007 8:30,2,6,-11,3,6,-11,3,14,-11,-37,14,-55,-24,14,-55
5/10/2007 8:30,-36,2,-40,-39,2,-46,-30,2,-46,-41,2,-46,-38,2,-46
6/8/2007 8:30,-10,9,-10,1,15,-14,2,15,-14,-2,15,-14,0,15,-14
7/12/2007 8:30,-24,2,-28,-15,2,-36,-22,2,-36,-26,2,-36,-9,2,-36
8/14/2007 8:30,-7,8,-13,5,8,-13,-3,9,-13,-2,9,-14,-14,9,-17
9/11/2007 8:30,13,14,-2,24,26,-2,9,26,-2,27,35,-2,12,35,-2
10/11/2007 8:30,-1,20,-11,-14,20,-22,35,47,-22,48,64,-22,48,64,-22
11/9/2007 8:30,-5,6,-16,11,17,-16,-5,17,-18,-28,17,-29,-6,17,-51
12/12/2007 8:30,13,15,-15,-28,49,-36,-24,49,-36,-18,49,-36,6,49,-36
1/11/2008 8:30,19,31,-7,9,31,-7,6,31,-7,26,31,-7,8,31,-7
2/14/2008 8:30,-14,14,-18,-23,14,-41,1,14,-41,12,31,-41,16,34,-41
3/11/2008 8:30,-74,38,-95,-40,38,-95,-117,38,-132,-123,38,-146,-87,38,-146
4/10/2008 8:30,-32,11,-53,-35,11,-53,-49,11,-61,-93,11,-121,-126,11,-144
5/9/2008 8:30,-3,17,-11,-4,17,-15,-9,17,-17,-3,17,-25,11,17,-25
6/10/2008 8:30,1,14,-6,-27,14,-43,-16,14,-43,-64,14,-66,-48,14,-68
7/11/2008 8:30,16,24,-3,70,77,-3,94,104,-3,59,104,-3,56,104,-3
8/12/2008 8:30,28,34,-21,28,50,-21,0,50,-21,-28,50,-35,-17,50,-35
9/11/2008 8:30,-40,15,-47,-50,15,-61,-42,15,-85,-55,15,-85,-18,15,-85
10/10/2008 8:30,-55,9,-55,-39,9,-73,-8,43,-73,-93,43,-103,-88,43,-117
11/13/2008 8:30,-38,23,-50,-12,23,-50,39,48,-50,25,48,-50,-34,48,-50
12/11/2008 8:30,12,23,-21,32,45,-21,43,48,-21,15,48,-21,88,101,-21
1/13/2009 8:30,-53,31,-62,-41,31,-64,-32,31,-69,-59,31,-92,-67,31,-92
2/11/2009 8:30,-11,27,-29,-31,27,-37,-82,27,-90,-60,27,-102,-100,27,-115
3/13/2009 8:30,-21,5,-26,-14,5,-40,-21,9,-40,-35,9,-65,-37,9,-65
4/9/2009 8:30,-8,19,-12,-21,19,-32,-4,19,-32,-120,19,-127,-131,19,-153
5/12/2009 8:30,-43,5,-49,-32,5,-61,-60,5,-80,-63,5,-83,-102,5,-102
6/10/2009 8:30,-33,5,-33,-29,5,-42,-68,5,-94,-116,5,-138,-94,5,-138
7/10/2009 8:30,20,26,-19,1,26,-19,32,42,-19,3,42,-19,24,42,-19
8/12/2009 8:30,0,19,-8,10,22,-8,52,59,-8,57,63,-8,78,93,-8
9/10/2009 8:30,-4,31,-22,-32,31,-56,-44,31,-74,-23,31,-74,-9,31,-74
10/9/2009 8:30,-6,11,-11,-11,11,-31,12,17,-31,9,22,-31,-61,22,-66
11/13/2009 8:30,-7,11,-17,-38,11,-48,-37,11,-60,3,11,-60,39,41,-60
12/10/2009 8:30,-12,3,-32,-2,9,-32,-33,9,-48,-35,9,-51,-46,9,-51
1/12/2010 8:30,-7,17,-10,16,26,-10,48,53,-10,62,75,-10,35,75,-10
2/10/2010 8:30,-8,14,-24,-21,14,-30,-69,14,-76,-55,14,-76,-4,14,-76
3/11/2010 8:30,-23,18,-37,-24,18,-45,-8,18,-45,6,18,-45,-4,18,-45
4/13/2010 8:30,18,23,-10,16,32,-10,-31,32,-44,-28,32,-50,-17,32,-50
5/12/2010 8:30,-5,12,-14,0,21,-14,24,36,-14,-45,36,-49,-34,36,-51
6/10/2010 8:30,21,23,-32,38,47,-32,51,80,-32,56,80,-32,48,80,-32
7/13/2010 8:30,38,48,-11,53,61,-11,94,101,-11,119,128,-11,154,164,-11
8/11/2010 8:30,-39,4,-40,-59,4,-81,-99,4,-105,-140,4,-160,-125,4,-160
9/9/2010 8:30,10,17,-10,23,38,-10,2,38,-10,-7,38,-14,-19,38,-30
10/14/2010 8:30,-12,18,-22,-41,18,-45,-14,18,-49,-24,18,-49,-34,18,-49
11/10/2010 8:30,34,40,-12,5,55,-12,-72,55,-86,-43,55,-86,-26,55,-86
12/10/2010 8:30,-11,10,-18,-10,10,-26,-36,10,-50,-2,10,-50,2,15,-50
1/13/2011 8:30,55,61,-7,91,96,-7,115,133,-7,119,133,-7,154,158,-7
2/11/2011 8:30,-12,3,-15,-21,3,-32,19,25,-32,14,32,-32,-20,32,-41
3/10/2011 8:30,-1,9,-21,1,9,-21,7,18,-21,-13,18,-26,-8,18,-26
4/12/2011 8:30,15,21,-8,21,22,-8,0,23,-19,-55,23,-59,-33,23,-59
5/11/2011 8:30,4,11,-15,-33,18,-36,-34,18,-48,-40,18,-65,-133,18,-135
6/9/2011 8:30,-95,8,-102,-143,8,-149,-132,8,-150,-118,8,-150,-103,8,-150
7/12/2011 8:30,-15,18,-32,-27,18,-55,-13,18,-55,-13,18,-55,-13,18,-55
8/11/2011 8:30,50,64,-2,98,117,-2,85,136,-2,137,181,-2,105,181,-2
9/8/2011 8:30,-39,31,-68,-39,31,-68,-41,31,-68,-44,31,-68,-76,31,-91
10/13/2011 8:30,5,16,-4,2,16,-4,-28,16,-43,0,16,-43,-3,16,-43
11/10/2011 8:30,14,24,-7,-2,24,-14,-63,24,-65,-61,24,-78,-26,24,-78
12/9/2011 8:30,-20,19,-28,-17,19,-36,3,35,-36,21,37,-36,9,37,-36
1/13/2012 8:30,-52,10,-57,-85,10,-94,-121,10,-152,-110,10,-152,-112,10,-152
2/10/2012 8:30,-8,3,-25,-3,4,-25,11,14,-25,-2,14,-25,5,14,-25
3/9/2012 8:30,-32,21,-42,-43,21,-52,-62,21,-70,-74,21,-79,-63,21,-79
4/12/2012 8:30,-14,12,-22,-2,12,-23,17,28,-23,16,29,-23,22,29,-23
5/10/2012 8:30,-3,8,-8,9,20,-8,8,21,-8,2,21,-11,1,21,-11
6/8/2012 8:30,-18,3,-25,-20,3,-25,-9,3,-30,12,18,-30,21,28,-30
7/11/2012 8:30,10,13,-3,-4,13,-5,15,27,-7,-21,27,-31,-14,27,-31
8/9/2012 8:30,0,6,-9,-14,6,-21,-2,6,-21,-15,15,-21,-31,15,-40
9/11/2012 8:30,33,35,-1,41,59,-1,49,62,-1,89,92,-1,85,93,-1
10/11/2012 8:30,2,10,-5,17,17,-5,16,25,-5,8,27,-5,10,27,-5
11/8/2012 8:30,34,38,-3,15,38,-3,17,38,-3,29,38,-3,26,38,-3
12/11/2012 8:30,3,7,-8,-4,7,-8,10,11,-9,-1,17,-9,3,17,-9
1/11/2013 8:30,-8,4,-25,4,17,-25,-6,17,-27,-3,17,-27,7,17,-27
2/8/2013 8:30,8,14,-3,21,27,-3,8,37,-3,8,37,-3,-4,37,-7
3/7/2013 8:30,43,62,-38,52,69,-38,78,88,-38,66,88,-38,80,88,-38
4/5/2013 8:30,-29,4,-63,-25,4,-63,-15,4,-63,11,21,-63,4,21,-63
5/2/2013 8:30,-35,3,-56,-139,3,-145,-148,3,-150,-168,3,-174,-152,3,-174
6/4/2013 8:30,-6,11,-12,-10,11,-21,-29,11,-34,-2,11,-35,-14,12,-35
7/3/2013 8:30,11,21,0,1,21,-7,20,27,-7,48,67,-7,46,67,-7
8/6/2013 8:30,13,22,-6,9,22,-6,27,34,-6,22,40,-6,11,40,-6
9/4/2013 8:30,1,2,-4,-6,2,-7,-3,6,-8,37,39,-8,39,46,-8
10/24/2013 8:30,-15,7,-25,10,19,-25,-4,19,-25,-6,19,-25,1,19,-25
11/14/2013 8:30,4,8,-11,-8,10,-12,-3,17,-14,23,36,-21,21,36,-21
12/4/2013 8:30,-23,11,-28,-40,11,-41,-28,11,-42,-6,11,-42,13,14,-42
1/7/2014 8:30,-1,9,-5,-1,9,-5,-27,9,-33,-15,9,-33,4,10,-33
2/6/2014 8:30,45,52,-68,55,69,-68,53,69,-68,55,69,-68,53,69,-68
3/7/2014 8:30,-26,23,-27,-10,23,-27,-13,23,-27,-10,23,-27,-7,23,-27
4/3/2014 8:30,-31,16,-49,-69,16,-79,-83,16,-92,-79,16,-92,-80,16,-92
5/6/2014 8:30,-3,3,-7,-11,3,-15,-13,3,-16,-15,3,-21,-25,3,-25
6/4/2014 8:30,2,13,-2,-7,13,-9,-12,13,-18,-12,13,-18,-11,13,-18
7/3/2014 8:30,-17,25,-17,-10,25,-23,-4,25,-23,-15,25,-23,-11,25,-23
8/6/2014 8:30,-7,1,-13,-5,1,-13,0,1,-13,-5,3,-13,21,24,-13
9/4/2014 8:30,20,37,-9,21,37,-9,0,37,-9,-33,37,-48,-68,37,-84
10/3/2014 8:30,-11,50,-33,-27,50,-33,-48,50,-48,-29,50,-49,-40,50,-49
11/4/2014 8:30,1,4,-7,-12,4,-15,24,27,-17,33,55,-17,25,55,-17
12/5/2014 8:30,-1,65,-23,2,65,-23,-13,65,-31,-2,65,-31,-6,65,-31
1/7/2015 8:30,-4,5,-14,-17,5,-18,-13,5,-26,-24,5,-32,-9,5,-32
2/5/2015 8:30,5,26,-22,13,26,-22,16,26,-22,5,34,-22,25,34,-22
3/6/2015 8:30,10,103,-15,-11,103,-25,-11,103,-41,-19,103,-41,-35,103,-41
4/2/2015 8:30,36,57,-10,61,66,-10,64,93,-10,66,93,-10,67,93,-10
5/5/2015 8:30,9,25,-30,1,25,-30,20,30,-30,49,61,-30,46,61,-30
6/3/2015 8:30,8,29,-34,58,67,-34,142,158,-34,160,165,-34,153,172,-34
7/7/2015 8:30,-2,5,-15,9,13,-15,-1,26,-15,13,26,-15,24,45,-15
8/5/2015 8:30,4,21,-7,1,21,-7,-29,21,-44,-21,21,-44,-27,21,-44
9/3/2015 8:30,-61,54,-70,-54,54,-73,-60,54,-73,-71,54,-93,-71,54,-93
10/6/2015 8:30,-16,7,-17,-4,7,-17,16,19,-17,43,51,-17,47,52,-17
11/4/2015 8:30,-3,8,-4,-26,8,-30,-43,8,-47,-46,8,-64,-50,8,-64
12/4/2015 8:30,53,58,-10,50,71,-10,56,78,-10,13,78,-10,1,78,-10
1/6/2016 8:30,-9,8,-14,-8,8,-14,1,19,-15,5,19,-15,13,19,-15
2/5/2016 8:30,-55,33,-72,-79,33,-101,-93,33,-105,-73,33,-105,-76,33,-105
3/4/2016 8:30,69,73,-9,66,114,-9,110,131,-9,101,131,-9,90,131,-9
4/5/2016 8:30,-3,6,-10,-6,6,-12,-17,6,-40,-2,6,-40,17,22,-40
5/4/2016 8:30,0,23,-7,4,23,-7,12,25,-27,6,25,-27,-3,25,-27
6/3/2016 8:30,29,40,-103,48,75,-103,78,92,-103,80,92,-103,78,92,-103
7/6/2016 8:30,-6,8,-11,0,8,-11,-27,8,-51,-9,8,-51,5,16,-51
8/5/2016 8:30,-12,55,-14,-35,55,-36,-29,55,-49,-12,55,-49,-15,55,-49
9/2/2016 8:30,-31,13,-72,-30,13,-72,-69,13,-78,-87,13,-89,-82,13,-89
10/5/2016 8:30,3,6,-4,3,9,-4,-9,12,-17,1,12,-17,-3,12,-17
11/4/2016 8:30,9,20,-6,8,20,-6,23,26,-6,34,37,-6,37,41,-6
12/6/2016 8:30,-11,3,-17,-12,3,-21,4,4,-21,-13,5,-21,-40,5,-45
1/6/2017 8:30,-22,56,-27,-30,56,-31,-14,56,-31,-3,56,-31,-24,56,-31
2/7/2017 8:30,4,4,-6,6,7,-6,8,8,-9,17,21,-9,30,31,-9
3/7/2017 8:30,-5,4,-11,-7,4,-11,-4,4,-13,2,8,-13,10,15,-13
4/4/2017 8:30,-2,1,-6,2,3,-6,-5,3,-10,9,11,-10,7,11,-10
5/4/2017 8:30,12,13,-5,3,15,-5,21,23,-5,20,30,-5,49,56,-5
6/2/2017 8:30,7,20,-47,3,20,-47,1,20,-47,16,20,-47,6,20,-47
7/6/2017 8:30,5,8,-2,2,8,-4,10,18,-4,20,22,-4,27,29,-4
8/4/2017 8:30,-12,25,-17,-2,25,-17,-103,25,-114,-86,25,-114,-88,25,-114
9/6/2017 8:30,-2,7,-6,-4,7,-8,-16,7,-20,9,13,-20,0,16,-21
10/5/2017 8:30,-8,4,-13,-18,4,-23,-6,4,-26,-28,4,-33,-26,4,-35
11/3/2017 8:30,-31,5,-36,-33,5,-37,-61,5,-65,-69,5,-82,-76,5,-82
12/5/2017 8:30,-8,2,-15,-22,2,-30,-8,2,-30,-15,2,-30,-24,2,-35
1/5/2018 8:30,-22,9,-26,-46,9,-49,-37,9,-49,-42,9,-53,-33,9,-53
2/6/2018 8:30,0,3,-22,-8,14,-22,-23,14,-29,19,20,-30,40,52,-30
3/7/2018 8:30,-2,7,-9,-3,7,-9,-24,7,-29,-28,7,-32,-22,7,-32
4/5/2018 8:30,-1,12,-15,0,12,-15,-13,18,-15,-27,18,-30,-13,18,-33
5/3/2018 8:30,-15,7,-19,-17,7,-25,-29,7,-39,-37,7,-45,-16,7,-45
6/6/2018 8:30,-4,7,-6,3,7,-6,8,26,-6,-3,26,-6,11,26,-8
7/6/2018 8:30,5,25,-21,22,25,-21,23,30,-21,18,30,-21,-3,30,-21
8/3/2018 8:30,-3,11,-11,-29,11,-30,-14,11,-38,1,11,-38,-4,11,-38
9/5/2018 8:30,4,10,-5,44,59,-5,38,59,-5,32,59,-5,43,59,-5
10/5/2018 8:30,24,30,-24,25,30,-24,18,41,-24,2,41,-24,3,41,-24
1/10/2007 10:00,-34,0,-37,-23,0,-37,-29,0,-37,-33,0,-39,-28,0,-39
2/8/2007 10:00,8,12,-3,21,22,-3,17,26,-3,20,26,-3,14,26,-3
3/9/2007 10:00,-4,2,-11,5,7,-11,9,14,-11,5,14,-11,1,14,-11
4/6/2007 10:00,2,7,-2,6,10,-2,5,10,-2,5,10,-2,9,10,-2
5/8/2007 10:00,-34,1,-40,-31,1,-40,-26,1,-40,-17,1,-40,-19,1,-40
6/7/2007 10:00,-9,2,-12,-16,2,-24,-18,2,-24,-47,2,-49,-50,2,-52
7/10/2007 10:00,-4,2,-10,5,25,-10,0,25,-10,-5,25,-10,4,25,-13
8/8/2007 10:00,-6,6,-11,3,6,-15,-8,6,-15,-7,6,-21,-14,6,-22
9/7/2007 10:00,-6,6,-13,-12,6,-16,-6,6,-23,-1,12,-23,-4,12,-23
10/10/2007 10:00,5,14,-9,6,14,-9,-3,14,-16,-13,14,-24,-26,14,-33
11/7/2007 10:00,-12,4,-15,-20,4,-25,-20,4,-35,-28,4,-35,-9,4,-35
1/10/2008 10:00,-12,6,-19,-11,6,-19,-10,6,-26,57,68,-26,47,68,-26
2/8/2008 10:00,6,7,-13,10,15,-13,14,38,-13,19,38,-13,34,61,-13
3/10/2008 10:00,4,18,-8,13,18,-8,25,34,-8,-1,34,-11,-6,34,-14
4/9/2008 10:00,5,11,-8,14,21,-8,40,51,-8,90,90,-8,83,103,-8
5/8/2008 10:00,4,9,-18,14,36,-18,3,36,-18,13,36,-18,-4,36,-18
6/6/2008 10:00,-14,6,-21,31,34,-21,27,49,-21,34,49,-21,40,51,-21
7/8/2008 10:00,-9,5,-23,-3,8,-23,-30,8,-42,-30,8,-48,-11,8,-48
8/8/2008 10:00,37,48,-7,17,48,-7,34,48,-7,33,54,-7,24,54,-7
10/9/2008 10:00,-26,10,-30,-18,10,-44,-20,10,-51,-35,10,-51,18,28,-51
11/7/2008 10:00,58,83,-20,36,84,-20,25,84,-20,11,84,-20,-4,84,-20
12/10/2008 10:00,28,44,-12,-7,44,-27,28,44,-27,15,57,-27,23,75,-27
1/9/2009 10:00,-5,11,-18,-13,11,-46,-29,11,-53,-48,11,-79,-70,11,-90
4/8/2009 10:00,-13,16,-26,-12,16,-26,46,56,-26,55,67,-26,30,67,-26
5/8/2009 10:00,-19,8,-30,-2,8,-30,7,24,-30,65,80,-30,103,113,-30
7/9/2009 10:00,-7,17,-17,10,17,-23,59,83,-23,82,106,-23,73,106,-23
9/11/2009 10:00,14,35,-21,38,46,-21,10,49,-21,0,49,-21,-1,49,-21
10/8/2009 10:00,20,23,-10,34,39,-10,49,61,-10,79,89,-10,60,89,-10
11/6/2009 10:00,-21,19,-23,-26,19,-41,-62,19,-64,-56,19,-64,-56,19,-70
12/9/2009 10:00,-4,11,-15,20,31,-16,-2,31,-16,-30,31,-40,-44,31,-52
1/8/2010 10:00,-8,27,-29,-5,27,-29,27,29,-29,65,78,-29,96,110,-29
3/10/2010 10:00,16,18,-6,46,48,-6,40,62,-6,31,62,-6,25,62,-6
4/9/2010 10:00,-3,32,-27,3,32,-27,25,52,-27,23,52,-27,25,52,-27
6/9/2010 10:00,7,13,-14,24,25,-14,11,40,-14,-4,40,-14,-20,40,-33
7/9/2010 10:00,10,22,-9,6,22,-9,13,25,-9,18,25,-9,17,25,-9
9/10/2010 10:00,15,21,-7,30,33,-7,35,50,-7,23,50,-7,19,50,-7
10/8/2010 10:00,-33,6,-40,-19,6,-40,-30,6,-51,-41,6,-51,-50,6,-53
12/9/2010 10:00,-29,16,-44,-38,16,-44,-11,16,-50,8,16,-50,28,36,-50
1/11/2011 10:00,8,14,-9,18,18,-9,61,75,-9,53,75,-9,30,75,-9
2/10/2011 10:00,2,13,-7,15,25,-7,52,54,-7,42,54,-7,37,54,-7
3/9/2011 10:00,13,19,-9,7,21,-9,-9,21,-16,-14,21,-29,-7,21,-29
4/8/2011 10:00,-12,3,-14,-5,3,-18,-3,4,-18,-19,4,-23,-1,4,-23
6/9/2011 10:00,-15,6,-18,-4,7,-18,21,27,-18,17,28,-18,0,28,-18
7/8/2011 10:00,-32,14,-42,-62,14,-66,-69,14,-105,-57,14,-105,-77,14,-105
8/10/2011 10:00,6,20,-20,-2,29,-20,7,29,-22,6,29,-22,24,29,-22
9/9/2011 10:00,5,6,-20,-13,9,-20,-61,9,-83,-40,9,-98,-38,9,-98
10/7/2011 10:00,8,20,-18,-7,26,-18,13,26,-20,-106,26,-118,-89,26,-118
11/9/2011 10:00,-19,6,-22,1,13,-29,12,24,-29,22,24,-29,-21,24,-32
12/8/2011 10:00,-12,14,-17,-10,14,-17,2,14,-33,10,19,-33,7,19,-33
2/9/2012 10:00,-17,14,-20,2,14,-30,-5,14,-30,-7,14,-30,-15,14,-30
3/9/2012 10:00,-15,4,-23,-11,4,-23,-22,4,-32,-12,4,-32,-21,4,-32
5/9/2012 10:00,-24,4,-31,-11,4,-31,11,16,-31,7,16,-31,24,28,-31
6/8/2012 10:00,0,12,-7,9,17,-8,25,37,-8,36,37,-8,50,51,-8
7/11/2012 10:00,-2,10,-6,-25,10,-26,-31,10,-48,-21,10,-48,-11,10,-48
8/9/2012 10:00,8,11,-5,11,25,-5,-20,25,-30,-15,25,-30,-11,25,-30
9/12/2012 10:00,4,17,-1,-2,17,-14,3,17,-14,-1,17,-14,7,17,-14
10/10/2012 10:00,15,19,-14,8,20,-14,-6,20,-14,-4,20,-14,3,20,-14
11/9/2012 10:00,-3,7,-8,-10,7,-11,-5,7,-15,3,8,-15,-6,8,-18
1/10/2013 10:00,28,37,0,32,37,0,37,42,0,76,80,0,81,83,0
2/8/2013 10:00,-15,2,-22,-12,2,-22,-27,2,-27,-37,2,-39,-33,2,-39
3/8/2013 10:00,-1,9,-18,-10,9,-18,1,9,-19,-1,16,-34,2,16,-34
4/9/2013 10:00,9,12,-6,13,14,-15,47,53,-15,37,53,-15,46,55,-15
5/9/2013 10:00,-11,4,-16,-7,4,-16,2,4,-18,9,12,-18,0,12,-18
6/11/2013 10:00,27,46,-13,5,46,-13,9,46,-14,8,46,-14,27,46,-14
7/10/2013 10:00,1,7,-8,22,22,-8,10,25,-8,15,25,-8,12,30,-8
8/9/2013 10:00,-2,4,-5,-8,4,-10,-21,4,-27,-16,4,-27,-13,4,-27
9/11/2013 10:00,-6,3,-10,6,7,-10,5,19,-10,6,19,-10,20,29,-10
10/25/2013 10:00,2,9,-10,-5,9,-10,-5,9,-10,-4,9,-10,1,9,-10
11/15/2013 10:00,-13,10,-17,-15,10,-17,-7,10,-17,-6,10,-17,-4,10,-17
12/10/2013 10:00,-8,8,-9,-16,8,-23,-23,8,-23,-18,8,-24,-14,8,-24
2/11/2014 10:00,21,23,-1,30,34,-1,8,35,-1,4,35,-1,-5,35,-8
3/11/2014 10:00,3,4,-8,2,7,-8,5,14,-8,-1,14,-8,3,14,-8
4/9/2014 10:00,-12,2,-16,10,16,-16,3,16,-16,-5,16,-16,-8,16,-16
5/9/2014 10:00,0,7,-8,-26,7,-27,-19,7,-27,-23,7,-27,-28,7,-28
6/10/2014 10:00,2,8,-2,-2,8,-9,-5,8,-9,-1,8,-9,-11,8,-11
7/10/2014 10:00,4,10,-3,8,10,-3,8,14,-3,6,14,-3,8,14,-3
8/8/2014 10:00,16,17,-8,9,29,-8,9,29,-8,13,29,-8,9,29,-8
9/10/2014 10:00,1,3,-8,-9,8,-14,-17,8,-24,-23,8,-41,-18,8,-41
10/9/2014 10:00,18,21,0,1,21,-2,-28,21,-36,-25,21,-47,-27,21,-47
11/12/2014 10:00,12,19,-8,16,25,-8,-5,25,-8,-22,25,-27,-35,25,-42
1/9/2015 10:00,22,23,-13,35,41,-13,32,48,-13,33,48,-13,41,48,-13
3/10/2015 10:00,-5,19,-10,5,19,-12,-46,19,-50,-35,19,-56,-34,19,-56
4/9/2015 10:00,-19,6,-27,-45,6,-49,-51,6,-54,-54,6,-68,-75,6,-75
5/8/2015 10:00,-4,20,-10,14,20,-24,32,49,-24,12,49,-24,19,49,-24
6/9/2015 10:00,-33,6,-39,-16,6,-39,21,29,-39,9,30,-39,24,30,-39
7/10/2015 10:00,-22,6,-25,-15,6,-25,-39,6,-52,-60,6,-62,-50,6,-68
8/11/2015 10:00,-24,0,-31,-26,0,-39,-30,0,-39,-52,0,-61,-40,0,-61
9/10/2015 10:00,-5,3,-10,-6,10,-10,43,60,-10,43,63,-10,59,75,-10
10/9/2015 10:00,-10,5,-16,3,6,-18,10,27,-18,27,34,-18,14,34,-18
11/10/2015 10:00,20,22,-3,7,22,-3,0,22,-3,20,22,-4,33,38,-4
12/9/2015 10:00,-10,5,-12,-13,5,-25,7,16,-25,27,30,-25,52,52,-25
1/8/2016 10:00,-1,16,-27,18,18,-27,-6,26,-27,-3,26,-27,6,26,-27
2/9/2016 10:00,24,27,-2,50,55,-2,58,65,-2,52,79,-2,33,79,-2
3/9/2016 10:00,15,21,-7,41,52,-7,55,63,-7,63,69,-7,53,69,-7
4/8/2016 10:00,-3,7,-14,9,13,-14,8,22,-14,10,22,-14,2,22,-14
5/10/2016 10:00,3,15,-2,13,30,-2,5,30,-2,2,30,-5,-7,30,-7
6/9/2016 10:00,-4,15,-4,16,16,-4,18,27,-4,9,27,-4,16,27,-4
7/12/2016 10:00,-7,1,-16,-23,4,-30,-22,4,-34,-3,4,-34,-21,4,-34
9/9/2016 10:00,7,23,-11,2,23,-11,4,23,-11,5,23,-11,3,23,-11
10/7/2016 10:00,-8,8,-14,-16,8,-17,-36,8,-41,-23,8,-44,-19,8,-44
11/9/2016 10:00,0,9,-16,-9,9,-26,-6,9,-26,-19,9,-34,-26,9,-34
12/9/2016 10:00,0,8,-7,-12,8,-12,-7,8,-13,-7,8,-16,-1,8,-16
1/10/2017 10:00,-11,9,-13,0,9,-22,-21,9,-25,-32,9,-42,-34,9,-42
2/9/2017 10:00,0,14,-10,-1,14,-10,-9,14,-12,-9,14,-12,-6,14,-15
3/8/2017 10:00,4,7,-1,2,7,-1,-8,7,-11,-18,7,-18,-6,7,-18
4/7/2017 10:00,3,9,-3,-7,9,-11,-9,9,-13,-25,9,-30,-39,9,-43
6/9/2017 10:00,-2,5,-10,-1,5,-10,5,9,-10,14,17,-10,10,20,-10
7/11/2017 10:00,-4,2,-14,10,16,-14,21,24,-14,30,39,-14,57,68,-14
8/9/2017 10:00,13,19,-13,22,28,-13,26,28,-13,22,28,-13,30,37,-13
9/8/2017 10:00,-2,11,-8,-11,11,-13,12,14,-13,-2,16,-13,3,16,-13
10/6/2017 10:00,28,34,-6,41,49,-6,43,49,-6,34,49,-6,42,49,-6
11/9/2017 10:00,1,7,-2,-5,7,-7,19,25,-7,11,26,-7,20,26,-7
12/8/2017 10:00,-3,2,-9,-5,16,-9,5,16,-9,0,16,-9,8,16,-9
1/10/2018 10:00,0,8,-4,-5,8,-11,-30,8,-33,-28,8,-37,-29,8,-37
2/9/2018 10:00,-16,5,-20,-6,6,-20,-29,6,-30,-41,6,-50,-26,6,-50
3/9/2018 10:00,11,23,-5,8,23,-5,14,23,-5,6,23,-5,1,23,-5
4/10/2018 10:00,-6,4,-10,-13,4,-17,-26,4,-39,-23,4,-39,-17,4,-39
5/9/2018 10:00,0,5,-3,-24,5,-25,-27,5,-28,-24,5,-38,-18,5,-38
6/8/2018 10:00,2,7,-7,5,12,-10,11,12,-10,11,16,-10,5,16,-10
7/11/2018 10:00,-1,6,-8,-22,6,-26,-22,6,-34,-44,6,-47,-70,6,-77
8/9/2018 10:00,-7,5,-9,-18,5,-24,-26,5,-30,-34,5,-35,-33,5,-42
9/11/2018 10:00,12,18,-2,3,18,-2,10,18,-5,7,18,-5,9,18,-5
10/10/2018 10:00,2,5,-5,10,11,-5,17,19,-5,15,21,-5,11,21,-5
1/10/2007 10:30,7,12,-4,10,14,-4,0,14,-5,0,14,-9,3,14,-9
1/18/2007 10:30,4,18,-2,3,18,-2,8,18,-10,-1,18,-10,12,18,-10
1/24/2007 10:30,-1,9,-5,-6,9,-15,-3,9,-15,-7,9,-15,-10,9,-15
1/31/2007 10:30,3,27,-3,14,29,-3,13,29,-3,18,29,-3,33,46,-3
2/7/2007 10:30,5,6,-7,6,13,-7,4,13,-7,5,13,-7,-2,13,-7
2/14/2007 10:30,-10,7,-11,-9,7,-14,-6,7,-17,-14,7,-17,-14,7,-19
2/22/2007 10:30,-5,3,-9,24,28,-9,17,28,-9,20,28,-9,14,28,-9
2/28/2007 10:30,20,20,-4,24,29,-4,28,43,-4,32,43,-4,39,43,-4
3/7/2007 10:30,-6,2,-8,-8,2,-16,-10,2,-16,0,5,-16,24,26,-16
3/14/2007 10:30,4,15,-2,11,15,-2,26,32,-2,11,32,-2,12,32,-2
3/21/2007 10:30,-1,3,-4,1,6,-4,0,8,-4,-1,8,-4,55,79,-5
3/28/2007 10:30,-1,5,-13,-19,6,-21,-30,6,-38,-32,6,-38,-40,6,-41
4/4/2007 10:30,3,8,-9,-6,8,-9,-7,8,-14,-8,8,-14,-3,8,-14
4/11/2007 10:30,9,11,-4,6,11,-4,2,11,-4,4,11,-4,-10,11,-24
4/18/2007 10:30,-5,0,-8,-8,0,-10,-7,0,-16,-12,0,-16,-14,0,-16
4/25/2007 10:30,1,2,-6,-7,2,-8,-12,2,-16,-15,2,-23,-16,2,-23
5/2/2007 10:30,-15,1,-16,-8,1,-16,-8,1,-16,-9,1,-16,-14,1,-16
