Index,Nationality,Age,AverageLeadTime,LodgingRevenue,OtherRevenue,BookingsCanceled,DistributionChannel,var,value
595,FRA,52,12,128,14,0,Travel Agent/Operator,BookingsNoShowed,0
596,DEU,50,13,64,7,0,Travel Agent/Operator,BookingsNoShowed,0
597,USA,57,36,128,16.5,0,Travel Agent/Operator,BookingsNoShowed,0
598,DEU,62,12,128,19,0,Travel Agent/Operator,BookingsNoShowed,0
599,ITA,52,12,128,16.5,0,Travel Agent/Operator,BookingsNoShowed,0
600,PRT,57,9,1753,3692.4,0,Corporate,BookingsNoShowed,0
601,BEL,57,63,128,16.5,0,Travel Agent/Operator,BookingsNoShowed,0
602,PRT,45,63,128,14,0,Travel Agent/Operator,BookingsNoShowed,0
603,DEU,43,36,128,14,0,Travel Agent/Operator,BookingsNoShowed,0
604,DEU,52,36,128,17,0,Travel Agent/Operator,BookingsNoShowed,0
605,PRT,46,63,128,34,0,Travel Agent/Operator,BookingsNoShowed,0
606,FRA,31,48,230,149,0,Travel Agent/Operator,BookingsNoShowed,0
608,ISR,47,0,154,61.6,0,Direct,BookingsNoShowed,0
610,PRT,45,0,267,42,0,Travel Agent/Operator,BookingsNoShowed,0
612,PRT,52,3,59,9,0,Corporate,BookingsNoShowed,0
613,PRT,50,3,59,46,0,Corporate,BookingsNoShowed,0
614,GBR,54,1,292,30.5,0,Direct,BookingsNoShowed,0
615,PRT,57,1,64,16,0,Direct,BookingsNoShowed,0
616,DEU,33,62,215,111,0,Travel Agent/Operator,BookingsNoShowed,0
618,PRT,55,9,89,17.99,0,Direct,BookingsNoShowed,0
620,PRT,26,0,67,14,0,Direct,BookingsNoShowed,0
623,BGR,41,63,192,21,0,Travel Agent/Operator,BookingsNoShowed,0
624,PRT,63,0,79,2,0,Travel Agent/Operator,BookingsNoShowed,0
626,SAU,59,0,411,85.5,0,Direct,BookingsNoShowed,0
627,DEU,67,7,232,75.5,0,Travel Agent/Operator,BookingsNoShowed,0
628,BRA,61,9,269.5,5,0,Travel Agent/Operator,BookingsNoShowed,0
629,PRT,46,1,0,0,1,Direct,BookingsNoShowed,0
631,PRT,46,2,0,0,0,Direct,BookingsNoShowed,0
632,GBR,61,86,67.2,14,0,Direct,BookingsNoShowed,0
634,BEL,28,43,138,64.5,0,Travel Agent/Operator,BookingsNoShowed,0
636,DEU,64,0,77,23,0,Direct,BookingsNoShowed,0
638,PRT,46,0,219,244.5,0,Direct,BookingsNoShowed,0
639,ISR,57,0,292,28,0,Direct,BookingsNoShowed,0
640,SWE,33,9,382,110,0,Travel Agent/Operator,BookingsNoShowed,0
642,BEL,61,0,73,7,0,Direct,BookingsNoShowed,0
643,PRT,34,0,77,14,0,Direct,BookingsNoShowed,0
644,PRT,49,6,73,14,0,Direct,BookingsNoShowed,0
646,PRT,81,21,96,92,0,Direct,BookingsNoShowed,0
649,GBR,43,85,105.2,28,0,Travel Agent/Operator,BookingsNoShowed,0
651,GBR,80,8,308,78.3,0,Travel Agent/Operator,BookingsNoShowed,0
652,PRT,46,5,146,52.5,0,Corporate,BookingsNoShowed,0
656,PRT,46,6,73,23,0,Direct,BookingsNoShowed,0
658,FRA,56,46,138,126.5,0,Travel Agent/Operator,BookingsNoShowed,0
660,FRA,39,49,138,42,0,Travel Agent/Operator,BookingsNoShowed,0
662,FRA,61,46,138,82,0,Travel Agent/Operator,BookingsNoShowed,0
664,FRA,24,0,387,23.5,0,Direct,BookingsNoShowed,0
665,PRT,54,0,231,134.49,0,Direct,BookingsNoShowed,0
667,PRT,63,4,50,30.3,0,Corporate,BookingsNoShowed,0
668,PRT,50,2,34,9.5,0,Direct,BookingsNoShowed,0
669,PRT,44,0,219,30,0,Direct,BookingsNoShowed,0
670,BRA,77,4,50,16.5,0,Corporate,BookingsNoShowed,0
672,PRT,51,4,50,14,0,Corporate,BookingsNoShowed,0
673,PRT,38,4,52,7,0,Corporate,BookingsNoShowed,0
674,PRT,79,4,52,7,0,Corporate,BookingsNoShowed,0
675,GBR,77,73,285,70,0,Travel Agent/Operator,BookingsNoShowed,0
676,PRT,70,47,138,42,0,Travel Agent/Operator,BookingsNoShowed,0
678,PRT,38,4,150,42,0,Corporate,BookingsNoShowed,0
679,PRT,46,4,52,7,0,Corporate,BookingsNoShowed,0
680,PRT,46,3,0,0,0,Direct,BookingsNoShowed,0
681,PRT,7,4,50,14,0,Corporate,BookingsNoShowed,0
683,PRT,39,0,79,11,0,Travel Agent/Operator,BookingsNoShowed,0
684,BRA,39,4,52,7,0,Corporate,BookingsNoShowed,0
685,PRT,36,0,67,33,0,Direct,BookingsNoShowed,0
686,BRA,53,33,300,128,0,Corporate,BookingsNoShowed,0
688,CHE,74,0,176,28,0,Direct,BookingsNoShowed,0
690,FRA,34,11,224,96.7,0,Travel Agent/Operator,BookingsNoShowed,0
692,ARG,78,33,300,84,0,Corporate,BookingsNoShowed,0
694,BRA,71,33,300,93.99,0,Corporate,BookingsNoShowed,0
695,ITA,44,33,300,96.5,0,Corporate,BookingsNoShowed,0
697,ARG,74,33,444,126,0,Corporate,BookingsNoShowed,0
698,ESP,34,33,312,42,0,Corporate,BookingsNoShowed,0
699,BRA,32,33,444,126,0,Corporate,BookingsNoShowed,0
702,BRA,63,33,444,133.5,0,Corporate,BookingsNoShowed,0
705,ARM,56,33,300,90.5,0,Corporate,BookingsNoShowed,0
706,BRA,65,33,300,86.5,0,Corporate,BookingsNoShowed,0
708,BRA,56,32,814,233,0,Corporate,BookingsNoShowed,0
711,PRT,59,33,312,42,0,Corporate,BookingsNoShowed,0
712,ARG,57,33,444,126,0,Corporate,BookingsNoShowed,0
715,CHL,78,33,312,42,0,Corporate,BookingsNoShowed,0
716,ARG,55,32,450,160,0,Corporate,BookingsNoShowed,0
718,PRT,46,39,157.2,42,0,Travel Agent/Operator,BookingsNoShowed,0
719,FRA,46,15,73,7,0,Corporate,BookingsNoShowed,0
720,FRA,42,15,73,7,0,Corporate,BookingsNoShowed,0
721,FRA,52,40,146,46.6,0,Corporate,BookingsNoShowed,0
722,PRT,46,0,77,14,0,Direct,BookingsNoShowed,0
723,DEU,32,11,163.8,32,0,Travel Agent/Operator,BookingsNoShowed,0
724,PRT,46,12,177,27,0,Corporate,BookingsNoShowed,0
725,BEL,60,5,166.19,134.5,0,Travel Agent/Operator,BookingsNoShowed,0
726,BEL,22,50,230,70,0,Travel Agent/Operator,BookingsNoShowed,0
728,ITA,46,53,138,87,0,Travel Agent/Operator,BookingsNoShowed,0
731,BRA,24,33,300,92.5,0,Corporate,BookingsNoShowed,0
733,BRA,62,15,164.97,51,0,Travel Agent/Operator,BookingsNoShowed,0
735,ESP,58,33,0,6,0,Corporate,BookingsNoShowed,0
736,PRT,46,34,156,21,0,Corporate,BookingsNoShowed,0
737,BRA,57,33,300,84,0,Corporate,BookingsNoShowed,0
739,BRA,54,33,300,84,0,Corporate,BookingsNoShowed,0
741,BRA,30,33,300,84,0,Corporate,BookingsNoShowed,0
743,ESP,77,1,73,7,0,Direct,BookingsNoShowed,0
744,PRT,40,103,388,120,0,Direct,BookingsNoShowed,0
747,ITA,52,15,146,16.5,0,Corporate,BookingsNoShowed,0
748,BRA,55,33,666,302.5,0,Corporate,BookingsNoShowed,0
750,BRA,66,33,450,161,0,Corporate,BookingsNoShowed,0
752,PRT,46,11,219,57.5,0,Direct,BookingsNoShowed,0
753,ITA,71,0,146,16.5,0,Corporate,BookingsNoShowed,0
754,PRT,55,2,0,0,0,Direct,BookingsNoShowed,0
756,FRA,52,12,219,78.5,0,Corporate,BookingsNoShowed,0
757,GBR,43,0,330.8,122,0,Travel Agent/Operator,BookingsNoShowed,0
760,BEL,25,32,132,76,0,Travel Agent/Operator,BookingsNoShowed,0
762,GBR,61,1,73,31.5,0,Direct,BookingsNoShowed,0
763,PRT,43,59,154,8,0,Travel Agent/Operator,BookingsNoShowed,0
764,PRT,41,59,74,8,0,Travel Agent/Operator,BookingsNoShowed,0
767,PRT,46,59,154,6,0,Travel Agent/Operator,BookingsNoShowed,0
768,PRT,46,59,154,8,0,Travel Agent/Operator,BookingsNoShowed,0
769,PRT,55,2,0,0,0,Direct,BookingsNoShowed,0
770,PRT,51,2,0,0,0,Direct,BookingsNoShowed,0
771,PRT,46,8,0,0,0,Direct,BookingsNoShowed,0
772,PRT,46,2,0,0,0,Direct,BookingsNoShowed,0
773,PRT,54,0,0,0,0,Direct,BookingsNoShowed,0
774,BRA,61,33,600,168,0,Corporate,BookingsNoShowed,0
776,PRT,61,59,74,64.5,0,Travel Agent/Operator,BookingsNoShowed,0
777,FRA,66,53,230,97.5,0,Travel Agent/Operator,BookingsNoShowed,0
779,PRT,53,58,296,28,0,Travel Agent/Operator,BookingsNoShowed,0
780,PRT,60,58,148,14,0,Travel Agent/Operator,BookingsNoShowed,0
781,PRT,46,58,148,14,0,Travel Agent/Operator,BookingsNoShowed,0
782,PRT,32,58,296,28,0,Travel Agent/Operator,BookingsNoShowed,0
783,ESP,59,59,74,7,0,Travel Agent/Operator,BookingsNoShowed,0
784,ESP,38,4,227.2,111.5,0,Travel Agent/Operator,BookingsNoShowed,0
785,PRT,49,58,148,16.5,0,Travel Agent/Operator,BookingsNoShowed,0
786,ESP,55,7,146,39,0,Direct,BookingsNoShowed,0
788,PRT,55,58,296,46,0,Travel Agent/Operator,BookingsNoShowed,0
789,PRT,55,58,296,28,0,Travel Agent/Operator,BookingsNoShowed,0
790,PRT,56,0,150,37,0,Direct,BookingsNoShowed,0
791,MAR,14,0,202,63,0,Direct,BookingsNoShowed,0
794,MAR,54,0,202,36,0,Direct,BookingsNoShowed,0
797,PRT,31,58,296,28,0,Travel Agent/Operator,BookingsNoShowed,0
798,PRT,51,6,595,110,0,Corporate,BookingsNoShowed,0
799,PRT,43,11,60.83,2,0,Travel Agent/Operator,BookingsNoShowed,0
800,PRT,55,58,290,60,0,Travel Agent/Operator,BookingsNoShowed,0
802,DEU,34,0,692.7,246,0,Travel Agent/Operator,BookingsNoShowed,0
803,DEU,34,0,692.7,223.5,0,Travel Agent/Operator,BookingsNoShowed,0
805,DEU,54,0,692.7,316,0,Travel Agent/Operator,BookingsNoShowed,0
807,DEU,44,0,1695.9,376,0,Travel Agent/Operator,BookingsNoShowed,0
809,DEU,44,0,931.5,339,0,Travel Agent/Operator,BookingsNoShowed,0
811,PRT,55,1,125.4,285.5,0,Travel Agent/Operator,BookingsNoShowed,0
813,PRT,38,59,74,9.5,0,Travel Agent/Operator,BookingsNoShowed,0
814,FRA,69,9,280,195,0,Travel Agent/Operator,BookingsNoShowed,0
816,FIN,66,17,216,44,0,Travel Agent/Operator,BookingsNoShowed,0
817,DEU,60,105,350,70,0,Travel Agent/Operator,BookingsNoShowed,0
819,PRT,57,58,370,33,0,Travel Agent/Operator,BookingsNoShowed,0
820,PRT,37,59,148,14,0,Travel Agent/Operator,BookingsNoShowed,0
821,PRT,49,2,111,27,0,Direct,BookingsNoShowed,0
822,PRT,65,58,370,37.5,0,Travel Agent/Operator,BookingsNoShowed,0
823,ITA,45,52,298,48,0,Travel Agent/Operator,BookingsNoShowed,0
828,PRT,54,11,355,115,0,Direct,BookingsNoShowed,0
831,PRT,66,59,146,49,0,Travel Agent/Operator,BookingsNoShowed,0
834,PRT,61,58,370,80,0,Travel Agent/Operator,BookingsNoShowed,0
836,PRT,52,0,231,90,0,Direct,BookingsNoShowed,0
837,ESP,42,13,112,12,0,Travel Agent/Operator,BookingsNoShowed,0
838,FRA,33,60,92,37,0,Travel Agent/Operator,BookingsNoShowed,0
840,CHE,60,88,135,47,0,Travel Agent/Operator,BookingsNoShowed,0
842,PRT,48,17,177,77,0,Corporate,BookingsNoShowed,0
843,PRT,31,0,25,17,0,Direct,BookingsNoShowed,0
844,SWE,34,2,174,44,0,Travel Agent/Operator,BookingsNoShowed,0
846,PRT,44,0,60.6,17,0,Travel Agent/Operator,BookingsNoShowed,0
849,PRT,46,13,690,97.5,0,Direct,BookingsNoShowed,0
850,PRT,46,9,237,43,0,Direct,BookingsNoShowed,0
851,PRT,74,15,146,83,0,Direct,BookingsNoShowed,0
853,PRT,76,15,438,76,0,Direct,BookingsNoShowed,0
855,PRT,37,0,205,46.5,0,Direct,BookingsNoShowed,0
856,MOZ,42,13,690,85,0,Direct,BookingsNoShowed,0
857,GBR,35,67,86,55,0,Travel Agent/Operator,BookingsNoShowed,0
859,PRT,46,13,690,80.5,0,Direct,BookingsNoShowed,0
860,PRT,32,1,46,83,0,Direct,BookingsNoShowed,0
861,PRT,46,7,0,2.5,0,Direct,BookingsNoShowed,0
862,DEU,25,14,135.9,28,0,Direct,BookingsNoShowed,0
864,MOZ,33,13,690,168.5,0,Direct,BookingsNoShowed,0
865,PRT,24,1,117,21,0,Travel Agent/Operator,BookingsNoShowed,0
866,PRT,43,1,601,121,0,Direct,BookingsNoShowed,0
870,PRT,46,81,151.11,59,0,Travel Agent/Operator,BookingsNoShowed,0
871,KOR,50,81,151.11,77.5,0,Travel Agent/Operator,BookingsNoShowed,0
875,PRT,81,0,201,75.5,0,Direct,BookingsNoShowed,0
876,ITA,57,81,146,26,0,Direct,BookingsNoShowed,0
878,ITA,55,81,146,33,0,Direct,BookingsNoShowed,0
880,FRA,29,4,168,105.1,0,Travel Agent/Operator,BookingsNoShowed,0
882,ESP,56,0,268,92,0,Direct,BookingsNoShowed,0
883,PRT,26,0,231,40,0,Direct,BookingsNoShowed,0
884,PRT,69,69,204,44.5,0,Travel Agent/Operator,BookingsNoShowed,0
886,PRT,70,4,168,30,0,Travel Agent/Operator,BookingsNoShowed,0
888,FRA,38,13,146,34,0,Corporate,BookingsNoShowed,0
889,PRT,47,3,429.22,147.3,0,Corporate,BookingsNoShowed,0
890,PRT,46,9,118,14,0,Corporate,BookingsNoShowed,0
891,NLD,50,6,232,176.5,0,Travel Agent/Operator,BookingsNoShowed,0
893,KOR,47,5,148.26,23,0,Travel Agent/Operator,BookingsNoShowed,0
898,FRA,27,60,92,28,0,Travel Agent/Operator,BookingsNoShowed,0
900,GBR,41,79,151.92,42,0,Travel Agent/Operator,BookingsNoShowed,0
902,FRA,39,20,168,30,0,Travel Agent/Operator,BookingsNoShowed,0
904,FRA,58,55,138,132,0,Travel Agent/Operator,BookingsNoShowed,0
907,PRT,33,3,73,7,0,Travel Agent/Operator,BookingsNoShowed,0
908,FRA,44,14,249,21,0,Direct,BookingsNoShowed,0
909,FRA,38,14,83,75,0,Direct,BookingsNoShowed,0
910,DEU,57,70,350,76.5,0,Travel Agent/Operator,BookingsNoShowed,0
912,DEU,58,20,207,36,0,Direct,BookingsNoShowed,0
913,ESP,50,15,59,7,0,Corporate,BookingsNoShowed,0
914,PRT,45,0,0,0,0,Travel Agent/Operator,BookingsNoShowed,0
915,USA,64,9,79,11,0,Travel Agent/Operator,BookingsNoShowed,0
917,PRT,46,4,112,37,0,Travel Agent/Operator,BookingsNoShowed,0
918,FRA,34,5,180.66,30,0,Travel Agent/Operator,BookingsNoShowed,0
919,PRT,20,3,128,18,0,Corporate,BookingsNoShowed,0
921,PRT,29,22,0,4,0,Direct,BookingsNoShowed,0
923,PRT,46,0,73,7,0,Travel Agent/Operator,BookingsNoShowed,0
924,GBR,39,10,158,33.5,0,Travel Agent/Operator,BookingsNoShowed,0
926,DEU,42,16,168,44,0,Travel Agent/Operator,BookingsNoShowed,0
927,ESP,57,3,219,32.5,0,Direct,BookingsNoShowed,2
928,FRA,50,5,168,42.5,0,Travel Agent/Operator,BookingsNoShowed,0
931,FRA,38,9,118,30.5,0,Direct,BookingsNoShowed,0
932,PRT,58,12,158,16.5,0,Direct,BookingsNoShowed,0
933,ESP,38,6,173.1,18.3,0,Travel Agent/Operator,BookingsNoShowed,0
934,FRA,57,13,224,40,0,Travel Agent/Operator,BookingsNoShowed,0
936,FRA,59,5,224,40,0,Travel Agent/Operator,BookingsNoShowed,0
938,PRT,25,1,224,60,0,Direct,BookingsNoShowed,0
940,FRA,31,1,170,61.7,0,Travel Agent/Operator,BookingsNoShowed,0
942,PRT,43,5,53.2,21.8,0,Travel Agent/Operator,BookingsNoShowed,0
944,PRT,46,0,54,42,0,Direct,BookingsNoShowed,0
946,PRT,53,31,126,39,0,Corporate,BookingsNoShowed,0
947,PRT,47,9,73,9.5,0,Direct,BookingsNoShowed,0
948,PRT,46,31,128,14,0,Corporate,BookingsNoShowed,0
949,PRT,42,31,126,46,0,Corporate,BookingsNoShowed,0
951,DEU,60,4,116.14,28,0,Travel Agent/Operator,BookingsNoShowed,0
953,PRT,45,31,126,46,0,Corporate,BookingsNoShowed,0
955,PRT,43,4,73,7,0,Direct,BookingsNoShowed,0
956,PRT,46,31,126,46,0,Corporate,BookingsNoShowed,0
958,PRT,49,31,126,46,0,Corporate,BookingsNoShowed,0
959,PRT,52,35,378,199.5,0,Travel Agent/Operator,BookingsNoShowed,0
960,PRT,46,31,126,51,0,Corporate,BookingsNoShowed,0
961,PRT,52,31,126,28,0,Corporate,BookingsNoShowed,0
963,DEU,71,34,290,301,0,Travel Agent/Operator,BookingsNoShowed,0
965,PRT,71,31,128,193.24,0,Corporate,BookingsNoShowed,0
966,PRT,46,0,0,6.2,0,Direct,BookingsNoShowed,0
968,TUN,27,4,295.12,72.48,0,Travel Agent/Operator,BookingsNoShowed,0
970,FRA,28,0,158,14.5,0,Direct,BookingsNoShowed,0
972,KOR,65,15,316,49.5,0,Corporate,BookingsNoShowed,0
973,FIN,57,7,316,26,0,Corporate,BookingsNoShowed,0
974,CHE,62,16,79,7,0,Corporate,BookingsNoShowed,0
975,CHN,55,13,790,64,0,Corporate,BookingsNoShowed,0
976,PRT,46,8,94,7,0,Corporate,BookingsNoShowed,0
977,FRA,64,59,138,113,0,Travel Agent/Operator,BookingsNoShowed,0
979,PRT,28,6,168,30,0,Travel Agent/Operator,BookingsNoShowed,0
981,FRA,67,2,178,16,0,Corporate,BookingsNoShowed,0
983,DEU,64,0,237,123,0,Travel Agent/Operator,BookingsNoShowed,0
985,PRT,48,1,227,28.5,0,Direct,BookingsNoShowed,0
987,DNK,63,13,1660,345.5,0,Corporate,BookingsNoShowed,0
988,FRA,57,13,790,772,0,Corporate,BookingsNoShowed,0
989,GRC,66,14,490,80,0,Corporate,BookingsNoShowed,0
991,FRA,61,15,158,21.5,0,Corporate,BookingsNoShowed,0
992,BRA,50,13,632,92.8,0,Corporate,BookingsNoShowed,0
993,POL,32,0,100,26,0,Direct,BookingsNoShowed,0
996,ITA,49,6,158,53,0,Travel Agent/Operator,BookingsNoShowed,0
998,GBR,36,70,135,4,0,Travel Agent/Operator,BookingsNoShowed,0
1000,NOR,57,7,316,26,0,Corporate,BookingsNoShowed,0
1001,PRT,46,2,60.8,23,0,Travel Agent/Operator,BookingsNoShowed,0
1002,PRT,31,22,172.8,42,0,Travel Agent/Operator,BookingsNoShowed,0
1004,GBR,56,129,144,220.5,0,Travel Agent/Operator,BookingsNoShowed,0
1006,ITA,48,6,429,236,0,Travel Agent/Operator,BookingsNoShowed,0
1008,BRA,70,13,376,44.5,0,Corporate,BookingsNoShowed,0
1009,ISR,55,9,308,64,0,Direct,BookingsNoShowed,0
1011,USA,62,15,470,33,0,Corporate,BookingsNoShowed,0
1012,FRA,64,0,237,0,0,Direct,BookingsNoShowed,0
1014,FRA,61,0,79,11.5,0,Travel Agent/Operator,BookingsNoShowed,0
1016,FRA,28,58,230,70,0,Travel Agent/Operator,BookingsNoShowed,0
1018,FRA,51,9,168,37.5,0,Travel Agent/Operator,BookingsNoShowed,0
1020,FRA,62,61,230,116,0,Travel Agent/Operator,BookingsNoShowed,0
1022,PRT,46,58,138,42,0,Travel Agent/Operator,BookingsNoShowed,0
1024,CHN,55,2,109,21,0,Travel Agent/Operator,BookingsNoShowed,0
1027,DEU,52,85,285,70,0,Travel Agent/Operator,BookingsNoShowed,0
1029,PRT,46,2,170.94,65,0,Travel Agent/Operator,BookingsNoShowed,0
1030,FRA,62,81,126,28,0,Direct,BookingsNoShowed,0
1032,FRA,27,81,378,91.5,0,Direct,BookingsNoShowed,0
1033,DEU,46,8,266.9,40.6,0,Travel Agent/Operator,BookingsNoShowed,0
1035,AUT,58,15,415,115.5,0,Corporate,BookingsNoShowed,0
1037,SWE,30,16,150.66,44.5,0,Travel Agent/Operator,BookingsNoShowed,0
1038,POL,68,14,632,52,0,Corporate,BookingsNoShowed,0
1039,NLD,30,95,174,87.5,0,Travel Agent/Operator,BookingsNoShowed,0
1041,PRT,38,73,207,59.5,0,Direct,BookingsNoShowed,0
1043,PRT,36,2,187.6,74.4,0,Direct,BookingsNoShowed,0
1045,DEU,70,2,94,26,0,Travel Agent/Operator,BookingsNoShowed,0
1047,DEU,70,40,116,37.5,0,Travel Agent/Operator,BookingsNoShowed,0
1049,PRT,46,0,73,7,0,Direct,BookingsNoShowed,0
1050,PRT,31,10,54,7,0,Direct,BookingsNoShowed,0
1051,PRT,46,0,213,15,0,Direct,BookingsNoShowed,0
1055,ESP,47,5,251.5,190,0,Direct,BookingsNoShowed,0
1059,ITA,50,10,334.5,95,0,Direct,BookingsNoShowed,0
1061,ITA,47,4,86,42.5,0,Travel Agent/Operator,BookingsNoShowed,0
1063,ITA,50,4,86,39.5,0,Travel Agent/Operator,BookingsNoShowed,0
1065,PRT,41,4,411.6,216.4,0,Travel Agent/Operator,BookingsNoShowed,0
1067,CAN,48,1,284.55,154.8,0,Travel Agent/Operator,BookingsNoShowed,0
1068,PRT,52,12,239,34,0,Direct,BookingsNoShowed,0
1071,PRT,52,12,454.5,448.5,0,Direct,BookingsNoShowed,0
1073,BRA,46,17,116.14,48.5,0,Travel Agent/Operator,BookingsNoShowed,0
1075,PRT,46,0,0,0,0,Direct,BookingsNoShowed,0
1076,BRA,22,23,156,45,0,Travel Agent/Operator,BookingsNoShowed,0
1079,FRA,56,137,216,63,0,Travel Agent/Operator,BookingsNoShowed,0
1085,BRA,48,23,156,69,0,Travel Agent/Operator,BookingsNoShowed,0
1086,DEU,61,8,58.07,23,0,Travel Agent/Operator,BookingsNoShowed,0
1087,GBR,39,64,156.6,38.4,0,Travel Agent/Operator,BookingsNoShowed,0
1088,BRA,52,92,112,26.58,0,Direct,BookingsNoShowed,0
1091,FRA,52,51,184.5,21,0,Direct,BookingsNoShowed,0
1092,FRA,51,51,553.5,63,0,Direct,BookingsNoShowed,0
1093,FRA,33,1,129,36,0,Travel Agent/Operator,BookingsNoShowed,0
1095,CHN,15,39,155.88,42,0,Travel Agent/Operator,BookingsNoShowed,0
1098,MYS,39,68,196.36,8,0,Travel Agent/Operator,BookingsNoShowed,0
1100,FRA,29,19,73,7,0,Direct,BookingsNoShowed,0
1101,ITA,51,0,158,72,0,Direct,BookingsNoShowed,0
1103,FRA,40,48,180,42,0,Travel Agent/Operator,BookingsNoShowed,0
1105,ITA,79,2,176,460.14,0,Direct,BookingsNoShowed,0
1106,CHE,56,132,144,124.5,0,Travel Agent/Operator,BookingsNoShowed,0
1108,FRA,30,12,214.88,17,0,Travel Agent/Operator,BookingsNoShowed,0
1112,AUT,65,59,192,72,0,Travel Agent/Operator,BookingsNoShowed,0
1114,AUT,50,59,192,208,0,Travel Agent/Operator,BookingsNoShowed,0
1116,AUT,57,59,192,130,0,Travel Agent/Operator,BookingsNoShowed,0
1118,AUT,69,59,192,206,0,Travel Agent/Operator,BookingsNoShowed,0
1120,AUT,58,59,192,156,0,Travel Agent/Operator,BookingsNoShowed,0
1122,AUT,31,59,192,77.5,0,Travel Agent/Operator,BookingsNoShowed,0
1124,AUT,59,59,192,114,0,Travel Agent/Operator,BookingsNoShowed,0
1126,PRT,24,6,349.4,134.6,0,Direct,BookingsNoShowed,0
1128,PRT,44,0,250,68.6,0,Direct,BookingsNoShowed,0
1129,AUT,65,59,192,166,0,Travel Agent/Operator,BookingsNoShowed,0
1131,AUT,56,59,192,72,0,Travel Agent/Operator,BookingsNoShowed,0
1133,AUT,61,59,192,72,0,Travel Agent/Operator,BookingsNoShowed,0
1135,AUT,57,59,192,77,0,Travel Agent/Operator,BookingsNoShowed,0
1137,AUT,52,59,0,12,0,Travel Agent/Operator,BookingsNoShowed,0
1138,AUT,56,59,0,65.5,0,Travel Agent/Operator,BookingsNoShowed,0
1139,AUT,68,59,192,72,0,Travel Agent/Operator,BookingsNoShowed,0
1141,AUT,64,59,192,75.5,0,Travel Agent/Operator,BookingsNoShowed,0
1143,AUT,62,59,192,113,0,Travel Agent/Operator,BookingsNoShowed,0
1145,AUT,76,59,192,72,0,Travel Agent/Operator,BookingsNoShowed,0
1147,EGY,69,1,385,70,0,Direct,BookingsNoShowed,0
1149,AUT,56,59,176,38.5,0,Travel Agent/Operator,BookingsNoShowed,0
1150,AUT,63,59,0,12,0,Travel Agent/Operator,BookingsNoShowed,0
1151,AUT,60,59,192,174.5,0,Travel Agent/Operator,BookingsNoShowed,0
1153,AUT,56,59,192,72,0,Travel Agent/Operator,BookingsNoShowed,0
1155,AUT,63,59,192,117,0,Travel Agent/Operator,BookingsNoShowed,0
1157,AUT,56,59,192,149,0,Travel Agent/Operator,BookingsNoShowed,0
1159,PRT,46,59,192,85,0,Travel Agent/Operator,BookingsNoShowed,0
1161,AUT,22,59,192,72,0,Travel Agent/Operator,BookingsNoShowed,0
1163,AUT,68,59,192,72,0,Travel Agent/Operator,BookingsNoShowed,0
1165,AUT,57,59,192,72,0,Travel Agent/Operator,BookingsNoShowed,0
1167,AUT,60,59,192,88.5,0,Travel Agent/Operator,BookingsNoShowed,0
1169,AUT,61,59,192,188,0,Travel Agent/Operator,BookingsNoShowed,0
1171,AUT,50,59,276,119,0,Travel Agent/Operator,BookingsNoShowed,0
1172,DEU,64,59,276,122,0,Travel Agent/Operator,BookingsNoShowed,0
1175,AUT,68,59,192,72,0,Travel Agent/Operator,BookingsNoShowed,0
1177,AUT,49,59,192,96,0,Travel Agent/Operator,BookingsNoShowed,0
1179,AUT,57,59,192,72,0,Travel Agent/Operator,BookingsNoShowed,0
1180,AUT,63,59,192,72,0,Travel Agent/Operator,BookingsNoShowed,0
1182,AUT,50,59,192,79,0,Travel Agent/Operator,BookingsNoShowed,0
1184,AUT,56,59,192,82,0,Travel Agent/Operator,BookingsNoShowed,0
1186,AUT,58,59,176,66.5,0,Travel Agent/Operator,BookingsNoShowed,0
1187,AUT,77,59,176,36,0,Travel Agent/Operator,BookingsNoShowed,0
1188,PRT,46,19,73,7,0,Direct,BookingsNoShowed,0
1189,CHN,43,39,155.88,44.5,0,Travel Agent/Operator,BookingsNoShowed,0
1192,PRT,27,10,0,13.99,0,Direct,BookingsNoShowed,0
1193,ITA,48,2,274,83,0,Direct,BookingsNoShowed,0
1196,FRA,72,26,202.56,56,0,Travel Agent/Operator,BookingsNoShowed,0
1198,DEU,38,19,140,37,0,Travel Agent/Operator,BookingsNoShowed,0
1200,FRA,78,25,202.56,56,0,Travel Agent/Operator,BookingsNoShowed,0
1202,GBR,29,9,168,9,0,Travel Agent/Operator,BookingsNoShowed,0
1204,FRA,32,66,192,63,0,Travel Agent/Operator,BookingsNoShowed,0
1207,DEU,39,20,112.44,14,0,Travel Agent/Operator,BookingsNoShowed,0
1208,PRT,38,92,111,28,0,Travel Agent/Operator,BookingsNoShowed,0
1210,BEL,65,0,73,25,0,Direct,BookingsNoShowed,0
1211,BEL,47,4,129,135,0,Travel Agent/Operator,BookingsNoShowed,0
1213,BEL,47,57,612,738,0,Direct,BookingsNoShowed,0
1215,BEL,21,57,204,59,0,Direct,BookingsNoShowed,0
1217,BEL,47,57,612,1189.5,0,Direct,BookingsNoShowed,0
1219,BEL,15,57,204,56,0,Direct,BookingsNoShowed,0
1221,FRA,48,4,240.88,64,0,Travel Agent/Operator,BookingsNoShowed,0
