id,title,rating,year,duration,actor_1,actor_2,actor_3,actor_fb_likes_1,actor_fb_likes_2,actor_fb_likes_3
213,The Bourne Legacy,PG-13,2012.0,135.0,Jeremy Renner,Scott Glenn,Stacy Keach,10000.0,826.0,602.0
214,Batman & Robin,PG-13,1997.0,125.0,Michael Gough,Vivica A. Fox,John Glover,920.0,890.0,409.0
215,How the Grinch Stole Christmas,PG,2000.0,110.0,Clint Howard,T.J. Thyne,Molly Shannon,1000.0,722.0,636.0
216,The Day After Tomorrow,PG-13,2004.0,124.0,Jake Gyllenhaal,Dennis Quaid,Sela Ward,15000.0,2000.0,812.0
217,Mission: Impossible II,PG-13,2000.0,123.0,Tom Cruise,Dougray Scott,Richard Roxburgh,10000.0,794.0,653.0
218,The Perfect Storm,PG-13,2000.0,130.0,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,784.0,638.0,461.0
219,Fantastic 4: Rise of the Silver Surfer,PG,2007.0,92.0,Chris Evans,Ioan Gruffudd,Andre Braugher,11000.0,2000.0,702.0
220,Life of Pi,PG,2012.0,127.0,Suraj Sharma,Rafe Spall,Tabu,774.0,358.0,341.0
221,Ghost Rider,PG-13,2007.0,123.0,Nicolas Cage,Matt Long,Peter Fonda,12000.0,701.0,402.0
222,Jason Bourne,PG-13,2016.0,123.0,Matt Damon,Riz Ahmed,Ato Essandoh,13000.0,365.0,265.0
223,Charlie's Angels: Full Throttle,PG-13,2003.0,107.0,Demi Moore,Bernie Mac,Justin Theroux,2000.0,1000.0,1000.0
224,Prometheus,R,2012.0,124.0,Michael Fassbender,Charlize Theron,Sean Harris,13000.0,9000.0,641.0
225,Stuart Little 2,PG,2002.0,77.0,Nathan Lane,Brad Garrett,Melanie Griffith,886.0,799.0,537.0
226,Elysium,R,2013.0,109.0,Matt Damon,Sharlto Copley,Alice Braga,13000.0,2000.0,1000.0
227,The Chronicles of Riddick,PG-13,2004.0,134.0,Vin Diesel,Alexa Davalos,Christina Cox,14000.0,850.0,567.0
228,RoboCop,PG-13,2014.0,117.0,Gary Oldman,Abbie Cornish,Jennifer Ehle,10000.0,2000.0,1000.0
229,Speed Racer,PG,2008.0,135.0,Scott Porter,Kick Gurry,Nicholas Elia,690.0,107.0,87.0
230,How Do You Know,PG-13,2010.0,121.0,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,273.0,216.0,157.0
231,Knight and Day,PG-13,2010.0,117.0,Tom Cruise,Marc Blucas,Jordi Mollà,10000.0,973.0,877.0
232,Oblivion,PG-13,2013.0,124.0,Morgan Freeman,Tom Cruise,Zoë Bell,11000.0,10000.0,1000.0
233,Star Wars: Episode III - Revenge of the Sith,PG-13,2005.0,140.0,Natalie Portman,Christopher Lee,Hayden Christensen,20000.0,16000.0,4000.0
234,Star Wars: Episode II - Attack of the Clones,PG,2002.0,142.0,Natalie Portman,Christopher Lee,Hayden Christensen,20000.0,16000.0,4000.0
235,"Monsters, Inc.",G,2001.0,92.0,Steve Buscemi,John Ratzenberger,James Coburn,12000.0,1000.0,773.0
236,The Wolverine,PG-13,2013.0,138.0,Hugh Jackman,Tao Okamoto,Rila Fukushima,20000.0,992.0,929.0
237,Star Wars: Episode I - The Phantom Menace,PG,1999.0,136.0,Natalie Portman,Liam Neeson,Ian McDiarmid,20000.0,14000.0,1000.0
238,The Croods,PG,2013.0,98.0,Ryan Reynolds,Emma Stone,Nicolas Cage,16000.0,15000.0,12000.0
239,Asterix at the Olympic Games,,2008.0,116.0,Alain Delon,Santiago Segura,Vanessa Hessler,936.0,276.0,141.0
240,Windtalkers,R,2002.0,153.0,Nicolas Cage,Roger Willie,Noah Emmerich,12000.0,836.0,617.0
241,The Huntsman: Winter's War,PG-13,2016.0,120.0,Chris Hemsworth,Sam Claflin,Charlize Theron,26000.0,11000.0,9000.0
242,Teenage Mutant Ninja Turtles,PG-13,2014.0,101.0,Noel Fisher,Danny Woodburn,Jeremy Howard,833.0,809.0,429.0
243,Gravity,PG-13,2013.0,91.0,Phaldut Sharma,Basher Savage,Amy Warren,39.0,23.0,13.0
244,Dante's Peak,PG-13,1997.0,108.0,Jamie Renée Smith,Grant Heslov,Tzi Ma,650.0,293.0,268.0
245,Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13,2016.0,112.0,Stephen Amell,Noel Fisher,Brad Garrett,5000.0,833.0,799.0
246,Fantastic Four,PG-13,2015.0,100.0,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,596.0,360.0,78.0
247,Night at the Museum,PG,2006.0,108.0,Robin Williams,Rami Malek,Steve Coogan,49000.0,3000.0,1000.0
248,San Andreas,PG-13,2015.0,114.0,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,12000.0,2000.0,884.0
249,Tomorrow Never Dies,PG-13,1997.0,119.0,Vincent Schiavelli,Colin Salmon,Joe Don Baker,811.0,766.0,387.0
250,The Patriot,R,2000.0,142.0,Heath Ledger,Adam Baldwin,Tom Wilkinson,13000.0,2000.0,1000.0
251,Ocean's Twelve,PG-13,2004.0,125.0,Brad Pitt,Julia Roberts,Mini Anden,11000.0,8000.0,350.0
252,Mr. & Mrs. Smith,PG-13,2005.0,126.0,Brad Pitt,Angelina Jolie Pitt,Stephanie March,11000.0,11000.0,322.0
253,Insurgent,PG-13,2015.0,119.0,Kate Winslet,Theo James,Mekhi Phifer,14000.0,5000.0,1000.0
254,The Aviator,PG-13,2004.0,170.0,Leonardo DiCaprio,Adam Scott,Frances Conroy,29000.0,3000.0,827.0
255,Gulliver's Travels,PG,2010.0,85.0,James Corden,Catherine Tate,Olly Alexander,480.0,392.0,116.0
256,The Green Hornet,PG-13,2011.0,119.0,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,11000.0,1000.0,741.0
257,The A-Team,TV-PG,,60.0,George Peppard,Dirk Benedict,Dwight Schultz,669.0,554.0,432.0
258,300: Rise of an Empire,R,2014.0,102.0,Eva Green,Sullivan Stapleton,Peter Mensah,6000.0,1000.0,1000.0
259,The Smurfs,PG,2011.0,103.0,Mahadeo Shivraj,Tim Gunn,Madison McKinley,383.0,113.0,111.0
260,Home on the Range,PG,2004.0,76.0,Steve Buscemi,Roseanne Barr,G.W. Bailey,12000.0,513.0,421.0
261,Allegiant,PG-13,2016.0,120.0,Naomi Watts,Theo James,Zoë Kravitz,6000.0,5000.0,943.0
262,Real Steel,PG-13,2011.0,127.0,Hugh Jackman,Torey Michael Adkins,Olga Fonda,20000.0,929.0,544.0
263,The Smurfs 2,PG,2013.0,105.0,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,681.0,71.0,40.0
264,Speed 2: Cruise Control,PG-13,1997.0,121.0,Jason Patric,Temuera Morrison,Lois Chiles,673.0,368.0,202.0
265,Ender's Game,PG-13,2013.0,114.0,Harrison Ford,Moises Arias,Aramis Knight,11000.0,635.0,430.0
266,Live Free or Die Hard,PG-13,2007.0,129.0,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,13000.0,300.0,297.0
267,The Lord of the Rings: The Fellowship of the Ring,PG-13,2001.0,171.0,Christopher Lee,Orlando Bloom,Billy Boyd,16000.0,5000.0,857.0
268,Around the World in 80 Days,PG,2004.0,120.0,Jim Broadbent,Steve Coogan,Cécile De France,1000.0,1000.0,447.0
269,Ali,R,2001.0,165.0,Will Smith,Jada Pinkett Smith,Joe Morton,10000.0,851.0,780.0
270,The Cat in the Hat,PG,2003.0,82.0,Sean Hayes,Kelly Preston,Spencer Breslin,760.0,743.0,434.0
271,"I, Robot",PG-13,2004.0,115.0,Will Smith,Bruce Greenwood,Chi McBride,10000.0,991.0,466.0
272,Kingdom of Heaven,R,2005.0,194.0,Liam Neeson,Orlando Bloom,Philip Glenister,14000.0,5000.0,195.0
273,Stuart Little,PG,1999.0,84.0,Chazz Palminteri,Nathan Lane,Jeffrey Jones,979.0,886.0,692.0
274,The Princess and the Frog,G,2009.0,97.0,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,852.0,578.0,525.0
275,The Martian,PG-13,2015.0,151.0,Matt Damon,Donald Glover,Benedict Wong,13000.0,801.0,372.0
276,"10,000 B.C.",,,22.0,Mathew Buck,,,5.0,,
277,The Island,PG-13,2005.0,136.0,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,19000.0,12000.0,3000.0
278,Town & Country,R,2001.0,104.0,Del Zamora,Warren Beatty,Garry Shandling,752.0,631.0,591.0
279,Gone in Sixty Seconds,PG-13,2000.0,127.0,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,12000.0,11000.0,3000.0
280,Gladiator,R,2000.0,171.0,Djimon Hounsou,Connie Nielsen,Oliver Reed,3000.0,933.0,695.0
281,Minority Report,PG-13,2002.0,145.0,Tom Cruise,Frank Grillo,Jessica Capshaw,10000.0,798.0,533.0
282,Harry Potter and the Chamber of Secrets,PG,2002.0,174.0,Daniel Radcliffe,Rupert Grint,Emma Watson,11000.0,10000.0,9000.0
283,Casino Royale,PG-13,2006.0,144.0,Eva Green,Tobias Menzies,Ivana Milicevic,6000.0,1000.0,834.0
284,Planet of the Apes,PG-13,2001.0,119.0,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,1000.0,658.0,567.0
285,Terminator 2: Judgment Day,R,1991.0,153.0,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,780.0,604.0,539.0
286,Public Enemies,R,2009.0,140.0,Johnny Depp,Christian Bale,Stephen Graham,40000.0,23000.0,1000.0
287,American Gangster,R,2007.0,176.0,Denzel Washington,Ruby Dee,RZA,18000.0,782.0,561.0
288,True Lies,R,1994.0,141.0,Jamie Lee Curtis,Tia Carrere,Tom Arnold,2000.0,1000.0,618.0
289,The Taking of Pelham 1 2 3,R,2009.0,106.0,Denzel Washington,Ramon Rodriguez,Michael Rispoli,18000.0,464.0,385.0
290,Little Fockers,PG-13,2010.0,98.0,Robert De Niro,Blythe Danner,Teri Polo,22000.0,713.0,708.0
291,The Other Guys,PG-13,2010.0,116.0,Dwayne Johnson,Will Ferrell,Derek Jeter,12000.0,8000.0,107.0
292,Eraser,R,1996.0,115.0,Vanessa Williams,James Coburn,Roma Maffia,1000.0,773.0,383.0
293,Django Unchained,R,2012.0,165.0,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,29000.0,11000.0,265.0
294,The Hunchback of Notre Dame,G,1996.0,91.0,Demi Moore,Jason Alexander,Bill Fagerbakke,2000.0,700.0,542.0
295,The Emperor's New Groove,G,2000.0,78.0,Eartha Kitt,Wendie Malick,John Fiedler,558.0,452.0,253.0
296,The Expendables 2,R,2012.0,103.0,Jason Statham,Sylvester Stallone,Bruce Willis,26000.0,13000.0,13000.0
297,National Treasure,PG,2004.0,131.0,Nicolas Cage,Armando Riesco,Annie Parisse,12000.0,625.0,341.0
298,Eragon,PG,2006.0,104.0,Djimon Hounsou,Ed Speleers,Gary Lewis,3000.0,762.0,203.0
299,Where the Wild Things Are,PG,2009.0,101.0,Catherine O'Hara,Ryan Corr,Max Records,925.0,468.0,279.0
300,Epic,PG,2013.0,102.0,Josh Hutcherson,Emma Kenney,Troy Evans,14000.0,151.0,120.0
301,The Tourist,PG-13,2010.0,103.0,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,40000.0,11000.0,3000.0
302,End of Days,R,1999.0,121.0,CCH Pounder,Mark Margolis,Udo Kier,1000.0,1000.0,595.0
303,Blood Diamond,R,2006.0,143.0,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,29000.0,3000.0,452.0
304,The Wolf of Wall Street,R,2013.0,240.0,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,29000.0,11000.0,4000.0
305,Batman Forever,PG-13,1995.0,121.0,Michael Gough,Rene Auberjonois,Debi Mazar,920.0,710.0,680.0
306,Starship Troopers,R,1997.0,129.0,Jake Busey,Patrick Muldoon,Seth Gilliam,660.0,475.0,423.0
307,Cloud Atlas,R,2012.0,172.0,Tom Hanks,Jim Sturgess,Jim Broadbent,15000.0,5000.0,1000.0
308,Legend of the Guardians: The Owls of Ga'Hoole,PG,2010.0,101.0,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,2000.0,653.0,577.0
309,Catwoman,PG-13,2004.0,87.0,Frances Conroy,Christopher Heyerdahl,Alex Borstein,827.0,826.0,566.0
310,Hercules,PG-13,2014.0,101.0,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,12000.0,3000.0,467.0
311,Treasure Planet,PG,2002.0,95.0,Joseph Gordon-Levitt,Martin Short,Michael Wincott,23000.0,770.0,721.0
312,Land of the Lost,PG-13,2009.0,102.0,Will Ferrell,Anna Friel,Bobb'e J. Thompson,8000.0,736.0,526.0
313,The Expendables 3,PG-13,2014.0,131.0,Jason Statham,Sylvester Stallone,Harrison Ford,26000.0,13000.0,11000.0
314,Point Break,PG-13,2015.0,114.0,Ray Winstone,Edgar Ramírez,Delroy Lindo,1000.0,897.0,848.0
315,Son of the Mask,PG,2005.0,94.0,Jamie Kennedy,Traylor Howard,Ben Stein,490.0,294.0,227.0
316,In the Heart of the Sea,PG-13,2015.0,122.0,Chris Hemsworth,Benjamin Walker,Frank Dillane,26000.0,911.0,571.0
317,The Adventures of Pluto Nash,PG-13,2002.0,95.0,Rosario Dawson,Randy Quaid,Burt Young,3000.0,695.0,683.0
318,Green Zone,R,2010.0,115.0,Matt Damon,Sean Huze,Igal Naor,13000.0,537.0,95.0
319,The Peanuts Movie,G,2015.0,88.0,Francesca Capaldi,Venus Schultheis,Bill Melendez,144.0,42.0,36.0
320,The Spanish Prisoner,PG,1997.0,110.0,Ben Gazzara,Felicity Huffman,Campbell Scott,623.0,508.0,393.0
321,The Mummy Returns,PG-13,2001.0,130.0,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,12000.0,3000.0,591.0
322,Gangs of New York,R,2002.0,216.0,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,29000.0,14000.0,1000.0
323,The Flowers of War,R,2011.0,146.0,Christian Bale,Ni Ni,Shigeo Kobayashi,23000.0,196.0,28.0
324,Surf's Up,PG,2007.0,85.0,Jeff Bridges,Zooey Deschanel,Jon Heder,12000.0,11000.0,970.0
325,The Stepford Wives,PG-13,2004.0,93.0,Jon Lovitz,Matthew Broderick,Roger Bart,11000.0,2000.0,465.0
326,Black Hawk Down,R,2001.0,152.0,Ioan Gruffudd,Sam Shepard,Ewen Bremner,2000.0,820.0,557.0
327,The Campaign,R,2012.0,85.0,Will Ferrell,Thomas Middleditch,Katherine LaNasa,8000.0,331.0,329.0
328,The Fifth Element,PG-13,1997.0,126.0,Milla Jovovich,Bruce Willis,Gary Oldman,14000.0,13000.0,10000.0
329,Sex and the City 2,R,2010.0,146.0,Chris Noth,Liza Minnelli,Kristin Davis,962.0,740.0,722.0
330,The Road to El Dorado,PG,2000.0,89.0,Frank Welker,Rosie Perez,Elton John,2000.0,919.0,442.0
331,Ice Age: Continental Drift,PG,2012.0,88.0,Peter Dinklage,Josh Gad,Drake,22000.0,1000.0,916.0
332,Cinderella,PG,2015.0,105.0,Hayley Atwell,Derek Jacobi,Lily James,2000.0,520.0,502.0
333,The Lovely Bones,PG-13,2009.0,135.0,Michael Imperioli,AJ Michalka,Tom McCarthy,873.0,560.0,310.0
334,Finding Nemo,G,2003.0,100.0,Alexander Gould,Stephen Root,Brad Garrett,1000.0,939.0,799.0
335,The Lord of the Rings: The Return of the King,PG-13,2003.0,192.0,Orlando Bloom,Billy Boyd,Bernard Hill,5000.0,857.0,416.0
336,The Lord of the Rings: The Two Towers,PG-13,2002.0,172.0,Christopher Lee,Orlando Bloom,Billy Boyd,16000.0,5000.0,857.0
337,Seventh Son,PG-13,2014.0,102.0,Jeff Bridges,Djimon Hounsou,Olivia Williams,12000.0,3000.0,766.0
338,Lara Croft: Tomb Raider,PG-13,2001.0,100.0,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,11000.0,509.0,240.0
339,Transcendence,PG-13,2014.0,119.0,Johnny Depp,Morgan Freeman,Clifton Collins Jr.,40000.0,11000.0,968.0
340,Jurassic Park III,PG-13,2001.0,92.0,Michael Jeter,Trevor Morgan,Alessandro Nivola,693.0,595.0,527.0
341,Rise of the Planet of the Apes,PG-13,2011.0,105.0,James Franco,David Oyelowo,Tyler Labine,11000.0,1000.0,779.0
342,The Spiderwick Chronicles,PG,2008.0,107.0,Martin Short,Tod Fennell,Joan Plowright,770.0,419.0,330.0
343,A Good Day to Die Hard,R,2013.0,101.0,Bruce Willis,Cole Hauser,Megalyn Echikunwoke,13000.0,787.0,476.0
344,The Alamo,PG-13,2004.0,137.0,Dennis Quaid,Marc Blucas,Jordi Mollà,2000.0,973.0,877.0
345,The Incredibles,PG,2004.0,115.0,Holly Hunter,Craig T. Nelson,Lou Romano,1000.0,723.0,55.0
346,Cutthroat Island,PG-13,1995.0,124.0,Christopher Masterson,Frank Langella,Matthew Modine,1000.0,903.0,810.0
347,Percy Jackson & the Olympians: The Lightning Thief,PG,2010.0,118.0,Logan Lerman,Rosario Dawson,Steve Coogan,8000.0,3000.0,1000.0
348,Men in Black,PG-13,1997.0,98.0,Will Smith,Rip Torn,Linda Fiorentino,10000.0,826.0,602.0
349,Toy Story 2,G,1999.0,82.0,Tom Hanks,John Ratzenberger,Wayne Knight,15000.0,1000.0,967.0
350,Unstoppable,PG-13,2010.0,98.0,Denzel Washington,Rosario Dawson,Ethan Suplee,18000.0,3000.0,1000.0
351,Rush Hour 2,PG-13,2001.0,90.0,Mei Melançon,John Lone,Harris Yulin,191.0,165.0,141.0
352,What Lies Beneath,PG-13,2000.0,130.0,Harrison Ford,Amber Valletta,Miranda Otto,11000.0,627.0,568.0
353,Cloudy with a Chance of Meatballs,PG,2009.0,90.0,Will Forte,Bobb'e J. Thompson,Al Roker,622.0,526.0,56.0
354,Ice Age: Dawn of the Dinosaurs,PG,2009.0,94.0,Denis Leary,Maile Flanagan,Kelly Keaton,835.0,256.0,117.0
355,The Secret Life of Walter Mitty,PG,2013.0,114.0,Adam Scott,Adrian Martinez,Joey Slotnick,3000.0,806.0,423.0
356,Charlie's Angels,PG-13,2000.0,94.0,Bill Murray,LL Cool J,Kelly Lynch,13000.0,1000.0,466.0
357,The Departed,R,2006.0,151.0,Leonardo DiCaprio,Matt Damon,Ray Winstone,29000.0,13000.0,1000.0
358,Mulan,G,1998.0,88.0,Ming-Na Wen,Harvey Fierstein,June Foray,2000.0,500.0,484.0
359,Tropic Thunder,R,2008.0,121.0,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,21000.0,1000.0,918.0
360,The Girl with the Dragon Tattoo,R,2011.0,158.0,Robin Wright,Goran Visnjic,Joely Richardson,18000.0,1000.0,585.0
361,Die Hard with a Vengeance,R,1995.0,128.0,Bruce Willis,Aldis Hodge,Kevin Chamberlin,13000.0,559.0,489.0
362,Sherlock Holmes,PG-13,2009.0,128.0,Robert Downey Jr.,Eddie Marsan,Robert Maillet,21000.0,979.0,727.0
363,Ben-Hur,PG-13,2016.0,141.0,Morgan Freeman,Ayelet Zurer,Moises Arias,11000.0,745.0,635.0
364,Atlantis: The Lost Empire,PG,2001.0,95.0,Leonard Nimoy,Jim Varney,Cree Summer,12000.0,802.0,503.0
365,Alvin and the Chipmunks: The Road Chip,PG,2015.0,92.0,Bella Thorne,Joshua Mikel,Jesse McCartney,35000.0,1000.0,1000.0
366,Valkyrie,PG-13,2008.0,121.0,Tom Cruise,Tom Wilkinson,Thomas Kretschmann,10000.0,1000.0,919.0
367,You Don't Mess with the Zohan,PG-13,2008.0,113.0,Adam Sandler,Sayed Badreya,Kevin Nealon,11000.0,600.0,503.0
368,Pixels,PG-13,2015.0,106.0,Peter Dinklage,Adam Sandler,Josh Gad,22000.0,11000.0,1000.0
369,A.I. Artificial Intelligence,PG-13,2001.0,146.0,Haley Joel Osment,William Hurt,Kevin Sussman,3000.0,882.0,681.0
370,The Haunted Mansion,PG,2003.0,88.0,Marsha Thomason,Rachael Harris,Marc John Jefferies,691.0,569.0,441.0
371,Contact,PG,1997.0,150.0,Matthew McConaughey,Tom Skerritt,Larry King,11000.0,1000.0,135.0
372,Hollow Man,R,2000.0,119.0,Greg Grunberg,Kim Dickens,Joey Slotnick,833.0,624.0,423.0
373,The Interpreter,PG-13,2005.0,128.0,Curtiss Cook,George Harris,Michael Wright,591.0,249.0,249.0
374,Percy Jackson: Sea of Monsters,PG,2013.0,106.0,Logan Lerman,Leven Rambin,Brandon T. Jackson,8000.0,956.0,918.0
375,Lara Croft Tomb Raider: The Cradle of Life,PG-13,2003.0,117.0,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,18000.0,11000.0,3000.0
376,Now You See Me 2,PG-13,2016.0,129.0,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan,11000.0,11000.0,886.0
377,The Saint,PG-13,1997.0,116.0,Alun Armstrong,Michael Byrne,Velibor Topic,192.0,117.0,84.0
378,Spy Game,R,2001.0,114.0,Brad Pitt,Stephen Dillane,Catherine McCormack,11000.0,577.0,307.0
379,Mission to Mars,PG,2000.0,114.0,Don Cheadle,Connie Nielsen,Kim Delaney,3000.0,933.0,281.0
380,Rio,G,2011.0,96.0,Anne Hathaway,Wanda Sykes,Will.i.am,11000.0,560.0,350.0
381,Bicentennial Man,PG,1999.0,132.0,Robin Williams,Oliver Platt,John Michael Higgins,49000.0,1000.0,957.0
382,Volcano,PG-13,1997.0,104.0,Don Cheadle,Anne Heche,Gaby Hoffmann,3000.0,695.0,612.0
383,The Devil's Own,R,1997.0,111.0,Harrison Ford,Brad Pitt,Natascha McElhone,11000.0,11000.0,2000.0
384,K-19: The Widowmaker,PG-13,2002.0,138.0,Liam Neeson,Christian Camargo,Lex Shrapnel,14000.0,602.0,123.0
385,Conan the Barbarian,R,1982.0,129.0,William Smith,Mako,Sandahl Bergman,919.0,691.0,183.0
386,Cinderella Man,PG-13,2005.0,144.0,Paddy Considine,Bruce McGill,Rosemarie DeWitt,680.0,655.0,537.0
387,The Nutcracker in 3D,PG,2010.0,110.0,Shirley Henderson,Nathan Lane,Richard E. Grant,887.0,886.0,554.0
388,Seabiscuit,PG-13,2003.0,140.0,Jeff Bridges,Michael Angarano,Michael O'Neill,12000.0,947.0,599.0
389,Twister,PG-13,1996.0,113.0,Philip Seymour Hoffman,Alan Ruck,Jami Gertz,22000.0,946.0,848.0
390,Cast Away,PG-13,2000.0,143.0,Tom Hanks,Paul Sanchez,Nick Searcy,15000.0,410.0,272.0
391,Happy Feet,PG,2006.0,108.0,Robin Williams,Hugh Jackman,Elizabeth Daily,49000.0,20000.0,971.0
392,The Bourne Supremacy,PG-13,2004.0,108.0,Matt Damon,Joan Allen,Oksana Akinshina,13000.0,805.0,129.0
393,Air Force One,R,1997.0,124.0,Harrison Ford,Gary Oldman,Dean Stockwell,11000.0,10000.0,936.0
394,Ocean's Eleven,PG-13,2001.0,116.0,Brad Pitt,Bernie Mac,Elliott Gould,11000.0,1000.0,471.0
395,The Three Musketeers,PG-13,2011.0,110.0,Milla Jovovich,Logan Lerman,Orlando Bloom,14000.0,8000.0,5000.0
396,Hotel Transylvania,PG,2012.0,91.0,Steve Buscemi,Adam Sandler,Jon Lovitz,12000.0,11000.0,11000.0
397,Enchanted,PG,2007.0,107.0,Jeff Bennett,Teala Dunn,Fred Tatasciore,283.0,142.0,118.0
398,Hannibal,TV-14,,44.0,Caroline Dhavernas,Scott Thompson,Hettienne Park,544.0,183.0,148.0
399,Safe House,R,2012.0,115.0,Denzel Washington,Ryan Reynolds,Sam Shepard,18000.0,16000.0,820.0
400,102 Dalmatians,G,2000.0,100.0,Ioan Gruffudd,Eric Idle,Jim Carter,2000.0,795.0,439.0
401,Tower Heist,PG-13,2011.0,104.0,Matthew Broderick,Gabourey Sidibe,Judd Hirsch,2000.0,906.0,535.0
402,The Holiday,PG-13,2006.0,138.0,Kate Winslet,Rufus Sewell,Sarah Parish,14000.0,3000.0,213.0
403,Enemy of the State,R,1998.0,140.0,Will Smith,Jake Busey,Lisa Bonet,10000.0,660.0,619.0
404,It's Complicated,R,2009.0,120.0,Meryl Streep,Hunter Parrish,Zoe Kazan,11000.0,2000.0,963.0
405,Ocean's Thirteen,PG-13,2007.0,122.0,Al Pacino,Matt Damon,Brad Pitt,14000.0,13000.0,11000.0
406,Open Season,PG,2006.0,83.0,Jon Favreau,Debra Messing,Jane Krakowski,4000.0,650.0,624.0
407,Divergent,PG-13,2014.0,139.0,Kate Winslet,Theo James,Mekhi Phifer,14000.0,5000.0,1000.0
408,Enemy at the Gates,R,2001.0,131.0,Bob Hoskins,Gabriel Thomson,Clemens Schick,5000.0,35.0,29.0
409,The Rundown,PG-13,2003.0,104.0,Dwayne Johnson,Rosario Dawson,Ewen Bremner,12000.0,3000.0,557.0
410,Last Action Hero,PG-13,1993.0,130.0,F. Murray Abraham,Tom Noonan,Joan Plowright,670.0,442.0,330.0
411,Memoirs of a Geisha,PG-13,2005.0,145.0,Li Gong,Mako,Karl Yune,879.0,691.0,210.0
412,The Fast and the Furious: Tokyo Drift,PG-13,2006.0,104.0,Amber Stevens West,Zachery Ty Bryan,Nikki Griffin,584.0,227.0,159.0
413,Arthur Christmas,PG,2011.0,97.0,Jim Broadbent,Imelda Staunton,Michael Palin,1000.0,579.0,561.0
414,Meet Joe Black,PG-13,1998.0,178.0,Anthony Hopkins,Brad Pitt,Jake Weber,12000.0,11000.0,551.0
415,Collateral Damage,R,2002.0,108.0,Raymond Cruz,Rick Worthy,Jsu Garcia,672.0,174.0,172.0
416,All That Jazz,R,1979.0,123.0,Roy Scheider,Ben Vereen,Max Wright,813.0,388.0,87.0
417,Mirror Mirror,PG,2012.0,106.0,Julia Roberts,Nathan Lane,Danny Woodburn,8000.0,886.0,809.0
418,Scott Pilgrim vs. the World,PG-13,2010.0,112.0,Anna Kendrick,Kieran Culkin,Ellen Wong,10000.0,1000.0,719.0
419,The Core,PG-13,2003.0,135.0,Glenn Morshower,Tchéky Karyo,Rekha Sharma,894.0,345.0,106.0
420,Nutty Professor II: The Klumps,PG-13,2000.0,109.0,Larry Miller,Janet Jackson,Chris Elliott,611.0,592.0,571.0
421,Scooby-Doo,PG,2002.0,86.0,Sarah Michelle Gellar,Linda Cardellini,Miguel A. Núñez Jr.,4000.0,2000.0,271.0
422,Dredd,R,2012.0,95.0,Wood Harris,Jason Cope,Rakie Ayola,409.0,107.0,20.0
423,Click,PG-13,2006.0,107.0,Adam Sandler,Cameron Monaghan,Julie Kavner,11000.0,1000.0,233.0
424,Creepshow,R,1982.0,130.0,Ted Danson,Hal Holbrook,Adrienne Barbeau,875.0,826.0,602.0
425,Cats & Dogs: The Revenge of Kitty Galore,PG,2010.0,82.0,Jack McBrayer,Sean Hayes,Katt Williams,975.0,760.0,615.0
426,Jumper,PG-13,2008.0,88.0,Kristen Stewart,Hayden Christensen,Tom Hulce,17000.0,4000.0,521.0
427,Hellboy II: The Golden Army,PG-13,2008.0,120.0,Seth MacFarlane,Iván Kamarás,Brian Steele,3000.0,169.0,160.0
428,Zodiac,R,2007.0,162.0,Robert Downey Jr.,Jake Gyllenhaal,Anthony Edwards,21000.0,15000.0,495.0
429,The 6th Day,PG-13,2000.0,123.0,Robert Duvall,Michael Rapaport,Tony Goldwyn,3000.0,975.0,956.0
430,Bruce Almighty,PG-13,2003.0,101.0,Morgan Freeman,Steve Carell,Lisa Ann Walter,11000.0,7000.0,1000.0
431,The Expendables,R,2010.0,113.0,Jason Statham,Sylvester Stallone,Jet Li,26000.0,13000.0,5000.0
432,Mission: Impossible,PG-13,1996.0,110.0,Tom Cruise,Kristin Scott Thomas,Vanessa Redgrave,10000.0,1000.0,898.0
433,The Hunger Games,PG-13,2012.0,142.0,Jennifer Lawrence,Josh Hutcherson,Anthony Reynolds,34000.0,14000.0,575.0
